"","reg","deaths","date","year","weekno"
"1757","London",919,2013-05-17,2013,20
"1758","South East",1546,2013-05-17,2013,20
"1759","South West",1068,2013-05-17,2013,20
"1760","Wales",603,2013-05-17,2013,20
"1761","North East",489,2013-05-24,2013,21
"1762","North West",1293,2013-05-24,2013,21
"1763","Yorkshire and The Humber",978,2013-05-24,2013,21
"1764","East Midlands",776,2013-05-24,2013,21
"1765","West Midlands",1000,2013-05-24,2013,21
"1766","East",978,2013-05-24,2013,21
"1767","London",863,2013-05-24,2013,21
"1768","South East",1501,2013-05-24,2013,21
"1769","South West",1020,2013-05-24,2013,21
"1770","Wales",606,2013-05-24,2013,21
"1771","North East",488,2013-05-31,2013,22
"1772","North West",1176,2013-05-31,2013,22
"1773","Yorkshire and The Humber",779,2013-05-31,2013,22
"1774","East Midlands",695,2013-05-31,2013,22
"1775","West Midlands",846,2013-05-31,2013,22
"1776","East",875,2013-05-31,2013,22
"1777","London",769,2013-05-31,2013,22
"1778","South East",1267,2013-05-31,2013,22
"1779","South West",856,2013-05-31,2013,22
"1780","Wales",557,2013-05-31,2013,22
"1781","North East",502,2013-06-07,2013,23
"1782","North West",1256,2013-06-07,2013,23
"1783","Yorkshire and The Humber",917,2013-06-07,2013,23
"1784","East Midlands",803,2013-06-07,2013,23
"1785","West Midlands",1002,2013-06-07,2013,23
"1786","East",1004,2013-06-07,2013,23
"1787","London",870,2013-06-07,2013,23
"1788","South East",1525,2013-06-07,2013,23
"1789","South West",961,2013-06-07,2013,23
"1790","Wales",603,2013-06-07,2013,23
"1791","North East",468,2013-06-14,2013,24
"1792","North West",1206,2013-06-14,2013,24
"1793","Yorkshire and The Humber",874,2013-06-14,2013,24
"1794","East Midlands",735,2013-06-14,2013,24
"1795","West Midlands",909,2013-06-14,2013,24
"1796","East",947,2013-06-14,2013,24
"1797","London",865,2013-06-14,2013,24
"1798","South East",1318,2013-06-14,2013,24
"1799","South West",975,2013-06-14,2013,24
"1800","Wales",556,2013-06-14,2013,24
"1801","North East",467,2013-06-21,2013,25
"1802","North West",1163,2013-06-21,2013,25
"1803","Yorkshire and The Humber",850,2013-06-21,2013,25
"1804","East Midlands",757,2013-06-21,2013,25
"1805","West Midlands",861,2013-06-21,2013,25
"1806","East",994,2013-06-21,2013,25
"1807","London",866,2013-06-21,2013,25
"1808","South East",1381,2013-06-21,2013,25
"1809","South West",947,2013-06-21,2013,25
"1810","Wales",583,2013-06-21,2013,25
"1811","North East",476,2013-06-28,2013,26
"1812","North West",1150,2013-06-28,2013,26
"1813","Yorkshire and The Humber",817,2013-06-28,2013,26
"1814","East Midlands",696,2013-06-28,2013,26
"1815","West Midlands",846,2013-06-28,2013,26
"1816","East",1022,2013-06-28,2013,26
"1817","London",811,2013-06-28,2013,26
"1818","South East",1310,2013-06-28,2013,26
"1819","South West",906,2013-06-28,2013,26
"1820","Wales",533,2013-06-28,2013,26
"1821","North East",449,2013-07-05,2013,27
"1822","North West",1190,2013-07-05,2013,27
"1823","Yorkshire and The Humber",868,2013-07-05,2013,27
"1824","East Midlands",769,2013-07-05,2013,27
"1825","West Midlands",894,2013-07-05,2013,27
"1826","East",912,2013-07-05,2013,27
"1827","London",833,2013-07-05,2013,27
"1828","South East",1415,2013-07-05,2013,27
"1829","South West",926,2013-07-05,2013,27
"1830","Wales",520,2013-07-05,2013,27
"1831","North East",413,2013-07-12,2013,28
"1832","North West",1212,2013-07-12,2013,28
"1833","Yorkshire and The Humber",861,2013-07-12,2013,28
"1834","East Midlands",702,2013-07-12,2013,28
"1835","West Midlands",902,2013-07-12,2013,28
"1836","East",860,2013-07-12,2013,28
"1837","London",797,2013-07-12,2013,28
"1838","South East",1305,2013-07-12,2013,28
"1839","South West",914,2013-07-12,2013,28
"1840","Wales",534,2013-07-12,2013,28
"1841","North East",480,2013-07-19,2013,29
"1842","North West",1130,2013-07-19,2013,29
"1843","Yorkshire and The Humber",902,2013-07-19,2013,29
"1844","East Midlands",718,2013-07-19,2013,29
"1845","West Midlands",969,2013-07-19,2013,29
"1846","East",907,2013-07-19,2013,29
"1847","London",803,2013-07-19,2013,29
"1848","South East",1394,2013-07-19,2013,29
"1849","South West",958,2013-07-19,2013,29
"1850","Wales",513,2013-07-19,2013,29
"1851","North East",426,2013-07-26,2013,30
"1852","North West",1173,2013-07-26,2013,30
"1853","Yorkshire and The Humber",789,2013-07-26,2013,30
"1854","East Midlands",751,2013-07-26,2013,30
"1855","West Midlands",852,2013-07-26,2013,30
"1856","East",864,2013-07-26,2013,30
"1857","London",837,2013-07-26,2013,30
"1858","South East",1282,2013-07-26,2013,30
"1859","South West",922,2013-07-26,2013,30
"1860","Wales",553,2013-07-26,2013,30
"1861","North East",395,2013-08-02,2013,31
"1862","North West",1121,2013-08-02,2013,31
"1863","Yorkshire and The Humber",851,2013-08-02,2013,31
"1864","East Midlands",648,2013-08-02,2013,31
"1865","West Midlands",853,2013-08-02,2013,31
"1866","East",866,2013-08-02,2013,31
"1867","London",766,2013-08-02,2013,31
"1868","South East",1269,2013-08-02,2013,31
"1869","South West",853,2013-08-02,2013,31
"1870","Wales",518,2013-08-02,2013,31
"1871","North East",417,2013-08-09,2013,32
"1872","North West",1123,2013-08-09,2013,32
"1873","Yorkshire and The Humber",855,2013-08-09,2013,32
"1874","East Midlands",715,2013-08-09,2013,32
"1875","West Midlands",828,2013-08-09,2013,32
"1876","East",874,2013-08-09,2013,32
"1877","London",717,2013-08-09,2013,32
"1878","South East",1302,2013-08-09,2013,32
"1879","South West",911,2013-08-09,2013,32
"1880","Wales",516,2013-08-09,2013,32
"1881","North East",461,2013-08-16,2013,33
"1882","North West",1133,2013-08-16,2013,33
"1883","Yorkshire and The Humber",819,2013-08-16,2013,33
"1884","East Midlands",642,2013-08-16,2013,33
"1885","West Midlands",849,2013-08-16,2013,33
"1886","East",830,2013-08-16,2013,33
"1887","London",767,2013-08-16,2013,33
"1888","South East",1274,2013-08-16,2013,33
"1889","South West",904,2013-08-16,2013,33
"1890","Wales",524,2013-08-16,2013,33
"1891","North East",447,2013-08-23,2013,34
"1892","North West",1171,2013-08-23,2013,34
"1893","Yorkshire and The Humber",854,2013-08-23,2013,34
"1894","East Midlands",664,2013-08-23,2013,34
"1895","West Midlands",902,2013-08-23,2013,34
"1896","East",902,2013-08-23,2013,34
"1897","London",790,2013-08-23,2013,34
"1898","South East",1389,2013-08-23,2013,34
"1899","South West",909,2013-08-23,2013,34
"1900","Wales",524,2013-08-23,2013,34
"1901","North East",393,2013-08-30,2013,35
"1902","North West",1062,2013-08-30,2013,35
"1903","Yorkshire and The Humber",790,2013-08-30,2013,35
"1904","East Midlands",647,2013-08-30,2013,35
"1905","West Midlands",754,2013-08-30,2013,35
"1906","East",775,2013-08-30,2013,35
"1907","London",754,2013-08-30,2013,35
"1908","South East",1164,2013-08-30,2013,35
"1909","South West",808,2013-08-30,2013,35
"1910","Wales",511,2013-08-30,2013,35
"1911","North East",485,2013-09-06,2013,36
"1912","North West",1209,2013-09-06,2013,36
"1913","Yorkshire and The Humber",874,2013-09-06,2013,36
"1914","East Midlands",747,2013-09-06,2013,36
"1915","West Midlands",895,2013-09-06,2013,36
"1916","East",922,2013-09-06,2013,36
"1917","London",810,2013-09-06,2013,36
"1918","South East",1355,2013-09-06,2013,36
"1919","South West",1003,2013-09-06,2013,36
"1920","Wales",569,2013-09-06,2013,36
"1921","North East",438,2013-09-13,2013,37
"1922","North West",1105,2013-09-13,2013,37
"1923","Yorkshire and The Humber",833,2013-09-13,2013,37
"1924","East Midlands",721,2013-09-13,2013,37
"1925","West Midlands",881,2013-09-13,2013,37
"1926","East",888,2013-09-13,2013,37
"1927","London",770,2013-09-13,2013,37
"1928","South East",1253,2013-09-13,2013,37
"1929","South West",888,2013-09-13,2013,37
"1930","Wales",530,2013-09-13,2013,37
"1931","North East",450,2013-09-20,2013,38
"1932","North West",1145,2013-09-20,2013,38
"1933","Yorkshire and The Humber",875,2013-09-20,2013,38
"1934","East Midlands",723,2013-09-20,2013,38
"1935","West Midlands",842,2013-09-20,2013,38
"1936","East",904,2013-09-20,2013,38
"1937","London",813,2013-09-20,2013,38
"1938","South East",1352,2013-09-20,2013,38
"1939","South West",953,2013-09-20,2013,38
"1940","Wales",543,2013-09-20,2013,38
"1941","North East",469,2013-09-27,2013,39
"1942","North West",1277,2013-09-27,2013,39
"1943","Yorkshire and The Humber",935,2013-09-27,2013,39
"1944","East Midlands",742,2013-09-27,2013,39
"1945","West Midlands",930,2013-09-27,2013,39
"1946","East",985,2013-09-27,2013,39
"1947","London",839,2013-09-27,2013,39
"1948","South East",1429,2013-09-27,2013,39
"1949","South West",960,2013-09-27,2013,39
"1950","Wales",558,2013-09-27,2013,39
"1951","North East",526,2013-10-04,2013,40
"1952","North West",1251,2013-10-04,2013,40
"1953","Yorkshire and The Humber",862,2013-10-04,2013,40
"1954","East Midlands",786,2013-10-04,2013,40
"1955","West Midlands",910,2013-10-04,2013,40
"1956","East",979,2013-10-04,2013,40
"1957","London",915,2013-10-04,2013,40
"1958","South East",1374,2013-10-04,2013,40
"1959","South West",972,2013-10-04,2013,40
"1960","Wales",589,2013-10-04,2013,40
"1961","North East",481,2013-10-11,2013,41
"1962","North West",1186,2013-10-11,2013,41
"1963","Yorkshire and The Humber",933,2013-10-11,2013,41
"1964","East Midlands",753,2013-10-11,2013,41
"1965","West Midlands",915,2013-10-11,2013,41
"1966","East",933,2013-10-11,2013,41
"1967","London",859,2013-10-11,2013,41
"1968","South East",1325,2013-10-11,2013,41
"1969","South West",971,2013-10-11,2013,41
"1970","Wales",555,2013-10-11,2013,41
"1971","North East",504,2013-10-18,2013,42
"1972","North West",1231,2013-10-18,2013,42
"1973","Yorkshire and The Humber",865,2013-10-18,2013,42
"1974","East Midlands",792,2013-10-18,2013,42
"1975","West Midlands",937,2013-10-18,2013,42
"1976","East",1033,2013-10-18,2013,42
"1977","London",862,2013-10-18,2013,42
"1978","South East",1378,2013-10-18,2013,42
"1979","South West",987,2013-10-18,2013,42
"1980","Wales",594,2013-10-18,2013,42
"1981","North East",482,2013-10-25,2013,43
"1982","North West",1227,2013-10-25,2013,43
"1983","Yorkshire and The Humber",876,2013-10-25,2013,43
"1984","East Midlands",803,2013-10-25,2013,43
"1985","West Midlands",951,2013-10-25,2013,43
"1986","East",943,2013-10-25,2013,43
"1987","London",870,2013-10-25,2013,43
"1988","South East",1471,2013-10-25,2013,43
"1989","South West",1007,2013-10-25,2013,43
"1990","Wales",551,2013-10-25,2013,43
"1991","North East",523,2013-11-01,2013,44
"1992","North West",1258,2013-11-01,2013,44
"1993","Yorkshire and The Humber",875,2013-11-01,2013,44
"1994","East Midlands",769,2013-11-01,2013,44
"1995","West Midlands",963,2013-11-01,2013,44
"1996","East",997,2013-11-01,2013,44
"1997","London",835,2013-11-01,2013,44
"1998","South East",1336,2013-11-01,2013,44
"1999","South West",977,2013-11-01,2013,44
"2000","Wales",559,2013-11-01,2013,44
"2001","North East",494,2013-11-08,2013,45
"2002","North West",1221,2013-11-08,2013,45
"2003","Yorkshire and The Humber",950,2013-11-08,2013,45
"2004","East Midlands",765,2013-11-08,2013,45
"2005","West Midlands",963,2013-11-08,2013,45
"2006","East",1008,2013-11-08,2013,45
"2007","London",918,2013-11-08,2013,45
"2008","South East",1455,2013-11-08,2013,45
"2009","South West",1052,2013-11-08,2013,45
"2010","Wales",591,2013-11-08,2013,45
"2011","North East",565,2013-11-15,2013,46
"2012","North West",1301,2013-11-15,2013,46
"2013","Yorkshire and The Humber",954,2013-11-15,2013,46
"2014","East Midlands",804,2013-11-15,2013,46
"2015","West Midlands",925,2013-11-15,2013,46
"2016","East",1006,2013-11-15,2013,46
"2017","London",922,2013-11-15,2013,46
"2018","South East",1428,2013-11-15,2013,46
"2019","South West",1044,2013-11-15,2013,46
"2020","Wales",597,2013-11-15,2013,46
"2021","North East",503,2013-11-22,2013,47
"2022","North West",1357,2013-11-22,2013,47
"2023","Yorkshire and The Humber",898,2013-11-22,2013,47
"2024","East Midlands",811,2013-11-22,2013,47
"2025","West Midlands",992,2013-11-22,2013,47
"2026","East",1003,2013-11-22,2013,47
"2027","London",879,2013-11-22,2013,47
"2028","South East",1485,2013-11-22,2013,47
"2029","South West",1020,2013-11-22,2013,47
"2030","Wales",609,2013-11-22,2013,47
"2031","North East",523,2013-11-29,2013,48
"2032","North West",1319,2013-11-29,2013,48
"2033","Yorkshire and The Humber",932,2013-11-29,2013,48
"2034","East Midlands",803,2013-11-29,2013,48
"2035","West Midlands",986,2013-11-29,2013,48
"2036","East",985,2013-11-29,2013,48
"2037","London",882,2013-11-29,2013,48
"2038","South East",1500,2013-11-29,2013,48
"2039","South West",1054,2013-11-29,2013,48
"2040","Wales",627,2013-11-29,2013,48
"2041","North East",486,2013-12-06,2013,49
"2042","North West",1307,2013-12-06,2013,49
"2043","Yorkshire and The Humber",974,2013-12-06,2013,49
"2044","East Midlands",837,2013-12-06,2013,49
"2045","West Midlands",1000,2013-12-06,2013,49
"2046","East",1059,2013-12-06,2013,49
"2047","London",895,2013-12-06,2013,49
"2048","South East",1605,2013-12-06,2013,49
"2049","South West",1102,2013-12-06,2013,49
"2050","Wales",621,2013-12-06,2013,49
"2051","North East",478,2013-12-13,2013,50
"2052","North West",1426,2013-12-13,2013,50
"2053","Yorkshire and The Humber",1038,2013-12-13,2013,50
"2054","East Midlands",802,2013-12-13,2013,50
"2055","West Midlands",1058,2013-12-13,2013,50
"2056","East",1007,2013-12-13,2013,50
"2057","London",917,2013-12-13,2013,50
"2058","South East",1505,2013-12-13,2013,50
"2059","South West",1126,2013-12-13,2013,50
"2060","Wales",654,2013-12-13,2013,50
"2061","North East",536,2013-12-20,2013,51
"2062","North West",1366,2013-12-20,2013,51
"2063","Yorkshire and The Humber",1052,2013-12-20,2013,51
"2064","East Midlands",901,2013-12-20,2013,51
"2065","West Midlands",1091,2013-12-20,2013,51
"2066","East",1067,2013-12-20,2013,51
"2067","London",975,2013-12-20,2013,51
"2068","South East",1577,2013-12-20,2013,51
"2069","South West",1101,2013-12-20,2013,51
"2070","Wales",644,2013-12-20,2013,51
"2071","North East",374,2013-12-27,2013,52
"2072","North West",925,2013-12-27,2013,52
"2073","Yorkshire and The Humber",689,2013-12-27,2013,52
"2074","East Midlands",563,2013-12-27,2013,52
"2075","West Midlands",616,2013-12-27,2013,52
"2076","East",711,2013-12-27,2013,52
"2077","London",590,2013-12-27,2013,52
"2078","South East",1019,2013-12-27,2013,52
"2079","South West",692,2013-12-27,2013,52
"2080","Wales",404,2013-12-27,2013,52
"2081","North East",554,2014-01-03,2014,1
"2082","North West",1581,2014-01-03,2014,1
"2083","Yorkshire and The Humber",1139,2014-01-03,2014,1
"2084","East Midlands",952,2014-01-03,2014,1
"2085","West Midlands",1212,2014-01-03,2014,1
"2086","East",1164,2014-01-03,2014,1
"2087","London",1129,2014-01-03,2014,1
"2088","South East",1739,2014-01-03,2014,1
"2089","South West",1208,2014-01-03,2014,1
"2090","Wales",751,2014-01-03,2014,1
"2091","North East",615,2014-01-10,2014,2
"2092","North West",1549,2014-01-10,2014,2
"2093","Yorkshire and The Humber",1151,2014-01-10,2014,2
"2094","East Midlands",989,2014-01-10,2014,2
"2095","West Midlands",1304,2014-01-10,2014,2
"2096","East",1297,2014-01-10,2014,2
"2097","London",1103,2014-01-10,2014,2
"2098","South East",1897,2014-01-10,2014,2
"2099","South West",1187,2014-01-10,2014,2
"2100","Wales",725,2014-01-10,2014,2
"2101","North East",547,2014-01-17,2014,3
"2102","North West",1520,2014-01-17,2014,3
"2103","Yorkshire and The Humber",1077,2014-01-17,2014,3
"2104","East Midlands",894,2014-01-17,2014,3
"2105","West Midlands",1181,2014-01-17,2014,3
"2106","East",1183,2014-01-17,2014,3
"2107","London",962,2014-01-17,2014,3
"2108","South East",1732,2014-01-17,2014,3
"2109","South West",1235,2014-01-17,2014,3
"2110","Wales",690,2014-01-17,2014,3
"2111","North East",573,2014-01-24,2014,4
"2112","North West",1377,2014-01-24,2014,4
"2113","Yorkshire and The Humber",1058,2014-01-24,2014,4
"2114","East Midlands",872,2014-01-24,2014,4
"2115","West Midlands",1084,2014-01-24,2014,4
"2116","East",1076,2014-01-24,2014,4
"2117","London",982,2014-01-24,2014,4
"2118","South East",1589,2014-01-24,2014,4
"2119","South West",1118,2014-01-24,2014,4
"2120","Wales",604,2014-01-24,2014,4
"2121","North East",550,2014-01-31,2014,5
"2122","North West",1385,2014-01-31,2014,5
"2123","Yorkshire and The Humber",1020,2014-01-31,2014,5
"2124","East Midlands",869,2014-01-31,2014,5
"2125","West Midlands",1114,2014-01-31,2014,5
"2126","East",1057,2014-01-31,2014,5
"2127","London",967,2014-01-31,2014,5
"2128","South East",1603,2014-01-31,2014,5
"2129","South West",1053,2014-01-31,2014,5
"2130","Wales",622,2014-01-31,2014,5
"2131","North East",537,2014-02-07,2014,6
"2132","North West",1431,2014-02-07,2014,6
"2133","Yorkshire and The Humber",976,2014-02-07,2014,6
"2134","East Midlands",839,2014-02-07,2014,6
"2135","West Midlands",1039,2014-02-07,2014,6
"2136","East",1121,2014-02-07,2014,6
"2137","London",941,2014-02-07,2014,6
"2138","South East",1517,2014-02-07,2014,6
"2139","South West",1055,2014-02-07,2014,6
"2140","Wales",655,2014-02-07,2014,6
"2141","North East",538,2014-02-14,2014,7
"2142","North West",1453,2014-02-14,2014,7
"2143","Yorkshire and The Humber",999,2014-02-14,2014,7
"2144","East Midlands",862,2014-02-14,2014,7
"2145","West Midlands",1105,2014-02-14,2014,7
"2146","East",1081,2014-02-14,2014,7
"2147","London",952,2014-02-14,2014,7
"2148","South East",1497,2014-02-14,2014,7
"2149","South West",1095,2014-02-14,2014,7
"2150","Wales",590,2014-02-14,2014,7
"2151","North East",590,2014-02-21,2014,8
"2152","North West",1408,2014-02-21,2014,8
"2153","Yorkshire and The Humber",1016,2014-02-21,2014,8
"2154","East Midlands",864,2014-02-21,2014,8
"2155","West Midlands",1024,2014-02-21,2014,8
"2156","East",1118,2014-02-21,2014,8
"2157","London",950,2014-02-21,2014,8
"2158","South East",1629,2014-02-21,2014,8
"2159","South West",1128,2014-02-21,2014,8
"2160","Wales",681,2014-02-21,2014,8
"2161","North East",526,2014-02-28,2014,9
"2162","North West",1428,2014-02-28,2014,9
"2163","Yorkshire and The Humber",983,2014-02-28,2014,9
"2164","East Midlands",912,2014-02-28,2014,9
"2165","West Midlands",1098,2014-02-28,2014,9
"2166","East",1115,2014-02-28,2014,9
"2167","London",982,2014-02-28,2014,9
"2168","South East",1608,2014-02-28,2014,9
"2169","South West",1071,2014-02-28,2014,9
"2170","Wales",621,2014-02-28,2014,9
"2171","North East",536,2014-03-07,2014,10
"2172","North West",1342,2014-03-07,2014,10
"2173","Yorkshire and The Humber",962,2014-03-07,2014,10
"2174","East Midlands",801,2014-03-07,2014,10
