"","reg","deaths","date","year","weekno"
"5315","West Midlands",1187,2020-03-13,2020,11
"5316","East",1211,2020-03-13,2020,11
"5317","London",964,2020-03-13,2020,11
"5318","South East",1751,2020-03-13,2020,11
"5319","South West",1174,2020-03-13,2020,11
"5320","Wales",675,2020-03-13,2020,11
"5321","North East",522,2020-03-20,2020,12
"5322","North West",1443,2020-03-20,2020,12
"5323","Yorkshire and The Humber",1012,2020-03-20,2020,12
"5324","East Midlands",947,2020-03-20,2020,12
"5325","West Midlands",1115,2020-03-20,2020,12
"5326","East",1043,2020-03-20,2020,12
"5327","London",1008,2020-03-20,2020,12
"5328","South East",1657,2020-03-20,2020,12
"5329","South West",1156,2020-03-20,2020,12
"5330","Wales",719,2020-03-20,2020,12
"5331","North East",542,2020-03-27,2020,13
"5332","North West",1538,2020-03-27,2020,13
"5333","Yorkshire and The Humber",982,2020-03-27,2020,13
"5334","East Midlands",922,2020-03-27,2020,13
"5335","West Midlands",1035,2020-03-27,2020,13
"5336","East",1182,2020-03-27,2020,13
"5337","London",1297,2020-03-27,2020,13
"5338","South East",1822,2020-03-27,2020,13
"5339","South West",1092,2020-03-27,2020,13
"5340","Wales",719,2020-03-27,2020,13
"5341","North East",770,2020-04-03,2020,14
"5342","North West",2137,2020-04-03,2020,14
"5343","Yorkshire and The Humber",1436,2020-04-03,2020,14
"5344","East Midlands",1246,2020-04-03,2020,14
"5345","West Midlands",1812,2020-04-03,2020,14
"5346","East",1717,2020-04-03,2020,14
"5347","London",2511,2020-04-03,2020,14
"5348","South East",2294,2020-04-03,2020,14
"5349","South West",1520,2020-04-03,2020,14
"5350","Wales",920,2020-04-03,2020,14
"5351","North East",849,2020-04-10,2020,15
"5352","North West",2597,2020-04-10,2020,15
"5353","Yorkshire and The Humber",1503,2020-04-10,2020,15
"5354","East Midlands",1452,2020-04-10,2020,15
"5355","West Midlands",2182,2020-04-10,2020,15
"5356","East",1984,2020-04-10,2020,15
"5357","London",2832,2020-04-10,2020,15
"5358","South East",2604,2020-04-10,2020,15
"5359","South West",1560,2020-04-10,2020,15
"5360","Wales",928,2020-04-10,2020,15
"5361","North East",1155,2020-04-17,2020,16
"5362","North West",3195,2020-04-17,2020,16
"5363","Yorkshire and The Humber",1960,2020-04-17,2020,16
"5364","East Midlands",1632,2020-04-17,2020,16
"5365","West Midlands",2536,2020-04-17,2020,16
"5366","East",2466,2020-04-17,2020,16
"5367","London",3275,2020-04-17,2020,16
"5368","South East",3084,2020-04-17,2020,16
"5369","South West",1854,2020-04-17,2020,16
"5370","Wales",1169,2020-04-17,2020,16
"5371","North East",1103,2020-04-24,2020,17
"5372","North West",3109,2020-04-24,2020,17
"5373","Yorkshire and The Humber",2095,2020-04-24,2020,17
"5374","East Midlands",1711,2020-04-24,2020,17
"5375","West Midlands",2481,2020-04-24,2020,17
"5376","East",2299,2020-04-24,2020,17
"5377","London",2785,2020-04-24,2020,17
"5378","South East",3334,2020-04-24,2020,17
"5379","South West",1924,2020-04-24,2020,17
"5380","Wales",1124,2020-04-24,2020,17
"5381","North East",922,2020-05-01,2020,18
"5382","North West",2503,2020-05-01,2020,18
"5383","Yorkshire and The Humber",1844,2020-05-01,2020,18
"5384","East Midlands",1418,2020-05-01,2020,18
"5385","West Midlands",1975,2020-05-01,2020,18
"5386","East",1982,2020-05-01,2020,18
"5387","London",1953,2020-05-01,2020,18
"5388","South East",2853,2020-05-01,2020,18
"5389","South West",1554,2020-05-01,2020,18
"5390","Wales",929,2020-05-01,2020,18
"5391","North East",769,2020-05-08,2020,19
"5392","North West",1790,2020-05-08,2020,19
"5393","Yorkshire and The Humber",1328,2020-05-08,2020,19
"5394","East Midlands",1094,2020-05-08,2020,19
"5395","West Midlands",1326,2020-05-08,2020,19
"5396","East",1321,2020-05-08,2020,19
"5397","London",1213,2020-05-08,2020,19
"5398","South East",1887,2020-05-08,2020,19
"5399","South West",1218,2020-05-08,2020,19
"5400","Wales",692,2020-05-08,2020,19
"5401","North East",845,2020-05-15,2020,20
"5402","North West",1992,2020-05-15,2020,20
"5403","Yorkshire and The Humber",1589,2020-05-15,2020,20
"5404","East Midlands",1283,2020-05-15,2020,20
"5405","West Midlands",1502,2020-05-15,2020,20
"5406","East",1543,2020-05-15,2020,20
"5407","London",1329,2020-05-15,2020,20
"5408","South East",2251,2020-05-15,2020,20
"5409","South West",1449,2020-05-15,2020,20
"5410","Wales",772,2020-05-15,2020,20
"5411","North East",718,2020-05-22,2020,21
"5412","North West",1636,2020-05-22,2020,21
"5413","Yorkshire and The Humber",1236,2020-05-22,2020,21
"5414","East Midlands",1041,2020-05-22,2020,21
"5415","West Midlands",1319,2020-05-22,2020,21
"5416","East",1397,2020-05-22,2020,21
"5417","London",1125,2020-05-22,2020,21
"5418","South East",1937,2020-05-22,2020,21
"5419","South West",1177,2020-05-22,2020,21
"5420","Wales",692,2020-05-22,2020,21
"5421","North East",550,2020-05-29,2020,22
"5422","North West",1337,2020-05-29,2020,22
"5423","Yorkshire and The Humber",1046,2020-05-29,2020,22
"5424","East Midlands",863,2020-05-29,2020,22
"5425","West Midlands",970,2020-05-29,2020,22
"5426","East",1095,2020-05-29,2020,22
"5427","London",841,2020-05-29,2020,22
"5428","South East",1515,2020-05-29,2020,22
"5429","South West",1011,2020-05-29,2020,22
"5430","Wales",587,2020-05-29,2020,22
"5431","North East",576,2020-06-05,2020,23
"5432","North West",1478,2020-06-05,2020,23
"5433","Yorkshire and The Humber",1090,2020-06-05,2020,23
"5434","East Midlands",931,2020-06-05,2020,23
"5435","West Midlands",1172,2020-06-05,2020,23
"5436","East",1131,2020-06-05,2020,23
"5437","London",891,2020-06-05,2020,23
"5438","South East",1610,2020-06-05,2020,23
"5439","South West",1116,2020-06-05,2020,23
"5440","Wales",700,2020-06-05,2020,23
"5441","Scotland",1240,2004-01-03,2004,1
"5442","Scotland",1859,2004-01-10,2004,2
"5443","Scotland",1307,2004-01-17,2004,3
"5444","Scotland",1281,2004-01-24,2004,4
"5445","Scotland",1147,2004-01-31,2004,5
"5446","Scotland",1208,2004-02-07,2004,6
"5447","Scotland",1108,2004-02-14,2004,7
"5448","Scotland",1098,2004-02-21,2004,8
"5449","Scotland",1082,2004-02-28,2004,9
"5450","Scotland",1082,2004-03-06,2004,10
"5451","Scotland",1125,2004-03-13,2004,11
"5452","Scotland",1155,2004-03-20,2004,12
"5453","Scotland",1094,2004-03-27,2004,13
"5454","Scotland",1133,2004-04-03,2004,14
"5455","Scotland",1026,2004-04-10,2004,15
"5456","Scotland",1141,2004-04-17,2004,16
"5457","Scotland",1123,2004-04-24,2004,17
"5458","Scotland",1042,2004-05-01,2004,18
"5459","Scotland",995,2004-05-08,2004,19
"5460","Scotland",1057,2004-05-15,2004,20
"5461","Scotland",985,2004-05-22,2004,21
"5462","Scotland",997,2004-05-29,2004,22
"5463","Scotland",1065,2004-06-05,2004,23
"5464","Scotland",1043,2004-06-12,2004,24
"5465","Scotland",992,2004-06-19,2004,25
"5466","Scotland",1028,2004-06-26,2004,26
"5467","Scotland",1029,2004-07-03,2004,27
"5468","Scotland",974,2004-07-10,2004,28
"5469","Scotland",991,2004-07-17,2004,29
"5470","Scotland",962,2004-07-24,2004,30
"5471","Scotland",924,2004-07-31,2004,31
"5472","Scotland",1032,2004-08-07,2004,32
"5473","Scotland",968,2004-08-14,2004,33
"5474","Scotland",974,2004-08-21,2004,34
"5475","Scotland",943,2004-08-28,2004,35
"5476","Scotland",1057,2004-09-04,2004,36
"5477","Scotland",1023,2004-09-11,2004,37
"5478","Scotland",1015,2004-09-18,2004,38
"5479","Scotland",993,2004-09-25,2004,39
"5480","Scotland",1038,2004-10-02,2004,40
"5481","Scotland",1066,2004-10-09,2004,41
"5482","Scotland",1054,2004-10-16,2004,42
"5483","Scotland",1058,2004-10-23,2004,43
"5484","Scotland",1037,2004-10-30,2004,44
"5485","Scotland",1040,2004-11-06,2004,45
"5486","Scotland",1027,2004-11-13,2004,46
"5487","Scotland",1091,2004-11-20,2004,47
"5488","Scotland",1091,2004-11-27,2004,48
"5489","Scotland",1095,2004-12-04,2004,49
"5490","Scotland",1099,2004-12-11,2004,50
"5491","Scotland",1097,2004-12-18,2004,51
"5492","Scotland",1123,2004-12-25,2004,52
"5493","Scotland",1184,2005-01-01,2005,1
"5494","Scotland",1244,2005-01-08,2005,2
"5495","Scotland",1308,2005-01-25,2005,4
"5496","Scotland",1181,2005-01-22,2005,4
"5497","Scotland",1204,2005-01-29,2005,5
"5498","Scotland",1168,2005-02-05,2005,6
"5499","Scotland",1183,2005-02-12,2005,7
"5500","Scotland",1220,2005-02-19,2005,8
"5501","Scotland",1185,2005-02-26,2005,9
"5502","Scotland",1208,2005-03-05,2005,10
"5503","Scotland",1256,2005-03-12,2005,11
"5504","Scotland",1302,2005-03-19,2005,12
"5505","Scotland",1138,2005-03-26,2005,13
"5506","Scotland",1222,2005-04-02,2005,14
"5507","Scotland",1104,2005-04-09,2005,15
"5508","Scotland",1079,2005-04-16,2005,16
"5509","Scotland",1078,2005-04-23,2005,17
"5510","Scotland",1122,2005-04-30,2005,18
"5511","Scotland",1066,2005-05-07,2005,19
"5512","Scotland",1077,2005-05-14,2005,20
"5513","Scotland",991,2005-05-21,2005,21
"5514","Scotland",1031,2005-05-28,2005,22
"5515","Scotland",1028,2005-06-04,2005,23
"5516","Scotland",1049,2005-06-11,2005,24
"5517","Scotland",970,2005-06-18,2005,25
"5518","Scotland",1060,2005-06-25,2005,26
"5519","Scotland",956,2005-07-02,2005,27
"5520","Scotland",984,2005-07-09,2005,28
"5521","Scotland",1019,2005-07-16,2005,29
"5522","Scotland",985,2005-07-23,2005,30
"5523","Scotland",933,2005-07-30,2005,31
"5524","Scotland",974,2005-08-06,2005,32
"5525","Scotland",1032,2005-08-13,2005,33
"5526","Scotland",948,2005-08-20,2005,34
"5527","Scotland",965,2005-08-27,2005,35
"5528","Scotland",929,2005-09-03,2005,36
"5529","Scotland",1012,2005-09-10,2005,37
"5530","Scotland",914,2005-09-17,2005,38
"5531","Scotland",926,2005-09-24,2005,39
"5532","Scotland",1051,2005-10-01,2005,40
"5533","Scotland",1004,2005-10-08,2005,41
"5534","Scotland",971,2005-10-15,2005,42
"5535","Scotland",1026,2005-10-22,2005,43
"5536","Scotland",1057,2005-10-29,2005,44
"5537","Scotland",1028,2005-11-05,2005,45
"5538","Scotland",971,2005-11-12,2005,46
"5539","Scotland",1012,2005-11-19,2005,47
"5540","Scotland",1036,2005-11-26,2005,48
"5541","Scotland",1154,2005-12-03,2005,49
"5542","Scotland",1058,2005-12-10,2005,50
"5543","Scotland",1079,2005-12-17,2005,51
"5544","Scotland",1155,2005-12-24,2005,52
"5545","Scotland",1094,2005-12-31,2005,53
"5546","Scotland",1246,2006-01-07,2006,1
"5547","Scotland",1296,2006-01-14,2006,2
"5548","Scotland",1230,2006-01-21,2006,3
"5549","Scotland",1067,2006-01-28,2006,4
"5550","Scotland",1082,2006-02-04,2006,5
"5551","Scotland",1112,2006-02-11,2006,6
"5552","Scotland",1113,2006-02-18,2006,7
"5553","Scotland",1073,2006-02-25,2006,8
"5554","Scotland",1099,2006-03-04,2006,9
"5555","Scotland",1187,2006-03-11,2006,10
"5556","Scotland",1102,2006-03-18,2006,11
"5557","Scotland",1083,2006-03-25,2006,12
"5558","Scotland",1189,2006-04-01,2006,13
"5559","Scotland",1225,2006-04-08,2006,14
"5560","Scotland",1018,2006-04-15,2006,15
"5561","Scotland",1246,2006-04-22,2006,16
"5562","Scotland",1098,2006-04-29,2006,17
"5563","Scotland",1087,2006-05-06,2006,18
"5564","Scotland",1108,2006-05-13,2006,19
"5565","Scotland",1100,2006-05-20,2006,20
"5566","Scotland",970,2006-05-27,2006,21
"5567","Scotland",1046,2006-06-03,2006,22
"5568","Scotland",1057,2006-06-10,2006,23
"5569","Scotland",994,2006-06-17,2006,24
"5570","Scotland",1003,2006-06-24,2006,25
"5571","Scotland",993,2006-07-01,2006,26
"5572","Scotland",946,2006-07-08,2006,27
"5573","Scotland",957,2006-07-15,2006,28
"5574","Scotland",1009,2006-07-22,2006,29
"5575","Scotland",983,2006-07-29,2006,30
"5576","Scotland",918,2006-08-05,2006,31
"5577","Scotland",926,2006-08-12,2006,32
"5578","Scotland",941,2006-08-19,2006,33
"5579","Scotland",950,2006-08-26,2006,34
"5580","Scotland",1057,2006-09-02,2006,35
"5581","Scotland",980,2006-09-09,2006,36
"5582","Scotland",1026,2006-09-16,2006,37
"5583","Scotland",951,2006-09-23,2006,38
"5584","Scotland",1019,2006-09-30,2006,39
"5585","Scotland",991,2006-10-07,2006,40
"5586","Scotland",1006,2006-10-14,2006,41
"5587","Scotland",1026,2006-10-21,2006,42
"5588","Scotland",1015,2006-10-28,2006,43
"5589","Scotland",1022,2006-11-04,2006,44
"5590","Scotland",1026,2006-11-11,2006,45
"5591","Scotland",1049,2006-11-18,2006,46
"5592","Scotland",1029,2006-11-25,2006,47
"5593","Scotland",1046,2006-12-02,2006,48
"5594","Scotland",1086,2006-12-09,2006,49
"5595","Scotland",1017,2006-12-16,2006,50
"5596","Scotland",1171,2006-12-23,2006,51
"5597","Scotland",1121,2006-12-30,2006,52
"5598","Scotland",1345,2007-01-06,2007,1
"5599","Scotland",1518,2007-01-13,2007,2
"5600","Scotland",1451,2007-01-20,2007,3
"5601","Scotland",1272,2007-01-27,2007,4
"5602","Scotland",1252,2007-02-03,2007,5
"5603","Scotland",1133,2007-02-10,2007,6
"5604","Scotland",1179,2007-02-17,2007,7
"5605","Scotland",1181,2007-02-24,2007,8
"5606","Scotland",1088,2007-03-03,2007,9
"5607","Scotland",1154,2007-03-10,2007,10
"5608","Scotland",1075,2007-03-17,2007,11
"5609","Scotland",1089,2007-03-24,2007,12
"5610","Scotland",1084,2007-03-31,2007,13
"5611","Scotland",952,2007-04-07,2007,14
"5612","Scotland",1153,2007-04-14,2007,15
"5613","Scotland",1068,2007-04-21,2007,16
"5614","Scotland",1045,2007-04-28,2007,17
"5615","Scotland",1076,2007-05-05,2007,18
"5616","Scotland",941,2007-05-12,2007,19
"5617","Scotland",1028,2007-05-19,2007,20
"5618","Scotland",1021,2007-05-26,2007,21
"5619","Scotland",1070,2007-06-02,2007,22
"5620","Scotland",1021,2007-06-09,2007,23
"5621","Scotland",1002,2007-06-16,2007,24
"5622","Scotland",977,2007-06-23,2007,25
"5623","Scotland",1046,2007-06-30,2007,26
"5624","Scotland",937,2007-07-07,2007,27
"5625","Scotland",987,2007-07-14,2007,28
"5626","Scotland",958,2007-07-21,2007,29
"5627","Scotland",949,2007-07-28,2007,30
"5628","Scotland",975,2007-08-04,2007,31
"5629","Scotland",901,2007-08-11,2007,32
"5630","Scotland",977,2007-08-18,2007,33
"5631","Scotland",1032,2007-08-25,2007,34
"5632","Scotland",966,2007-09-01,2007,35
"5633","Scotland",1016,2007-09-08,2007,36
"5634","Scotland",955,2007-09-15,2007,37
"5635","Scotland",922,2007-09-22,2007,38
"5636","Scotland",1039,2007-09-29,2007,39
"5637","Scotland",1039,2007-10-06,2007,40
"5638","Scotland",1046,2007-10-13,2007,41
"5639","Scotland",988,2007-10-20,2007,42
"5640","Scotland",1001,2007-10-27,2007,43
"5641","Scotland",1001,2007-11-03,2007,44
"5642","Scotland",1049,2007-11-10,2007,45
"5643","Scotland",1066,2007-11-17,2007,46
"5644","Scotland",1033,2007-11-24,2007,47
"5645","Scotland",1106,2007-12-01,2007,48
"5646","Scotland",1064,2007-12-08,2007,49
"5647","Scotland",1081,2007-12-15,2007,50
"5648","Scotland",1194,2007-12-22,2007,51
"5649","Scotland",1122,2007-12-29,2007,52
"5650","Scotland",1164,2008-01-05,2008,1
"5651","Scotland",1334,2008-01-12,2008,2
"5652","Scotland",1292,2008-01-19,2008,3
"5653","Scotland",1180,2008-01-26,2008,4
"5654","Scotland",1121,2008-02-02,2008,5
"5655","Scotland",1197,2008-02-09,2008,6
"5656","Scotland",1131,2008-02-16,2008,7
"5657","Scotland",1078,2008-02-23,2008,8
"5658","Scotland",1085,2008-03-01,2008,9
"5659","Scotland",1118,2008-03-08,2008,10
"5660","Scotland",1163,2008-03-15,2008,11
"5661","Scotland",1018,2008-03-22,2008,12
"5662","Scotland",1184,2008-03-29,2008,13
"5663","Scotland",1129,2008-04-05,2008,14
"5664","Scotland",1145,2008-04-12,2008,15
"5665","Scotland",1115,2008-04-19,2008,16
"5666","Scotland",1140,2008-04-26,2008,17
"5667","Scotland",1126,2008-05-03,2008,18
"5668","Scotland",981,2008-05-10,2008,19
"5669","Scotland",969,2008-05-17,2008,20
"5670","Scotland",946,2008-05-24,2008,21
"5671","Scotland",1074,2008-05-31,2008,22
"5672","Scotland",992,2008-06-07,2008,23
"5673","Scotland",977,2008-06-14,2008,24
"5674","Scotland",972,2008-06-21,2008,25
"5675","Scotland",967,2008-06-28,2008,26
"5676","Scotland",962,2008-07-05,2008,27
"5677","Scotland",955,2008-07-12,2008,28
"5678","Scotland",949,2008-07-19,2008,29
"5679","Scotland",1017,2008-07-26,2008,30
"5680","Scotland",930,2008-08-02,2008,31
"5681","Scotland",930,2008-08-09,2008,32
"5682","Scotland",977,2008-08-16,2008,33
"5683","Scotland",972,2008-08-23,2008,34
"5684","Scotland",964,2008-08-30,2008,35
"5685","Scotland",899,2008-09-06,2008,36
"5686","Scotland",959,2008-09-13,2008,37
"5687","Scotland",965,2008-09-20,2008,38
"5688","Scotland",949,2008-09-27,2008,39
"5689","Scotland",1041,2008-10-04,2008,40
"5690","Scotland",1051,2008-10-11,2008,41
"5691","Scotland",1017,2008-10-18,2008,42
"5692","Scotland",988,2008-10-25,2008,43
"5693","Scotland",1029,2008-11-01,2008,44
"5694","Scotland",1044,2008-11-08,2008,45
"5695","Scotland",1074,2008-11-15,2008,46
"5696","Scotland",1016,2008-11-22,2008,47
"5697","Scotland",1074,2008-11-29,2008,48
"5698","Scotland",1110,2008-12-06,2008,49
"5699","Scotland",1130,2008-12-13,2008,50
"5700","Scotland",1301,2008-12-20,2008,51
"5701","Scotland",932,2008-12-27,2008,52
"5702","Scotland",1244,2009-01-03,2009,1
"5703","Scotland",1845,2009-01-10,2009,2
"5704","Scotland",1332,2009-01-17,2009,3
"5705","Scotland",1242,2009-01-24,2009,4
"5706","Scotland",1176,2009-01-31,2009,5
"5707","Scotland",1090,2009-02-07,2009,6
"5708","Scotland",1183,2009-02-14,2009,7
"5709","Scotland",1122,2009-02-21,2009,8
"5710","Scotland",1104,2009-02-28,2009,9
"5711","Scotland",1114,2009-03-07,2009,10
"5712","Scotland",1059,2009-03-14,2009,11
"5713","Scotland",990,2009-03-21,2009,12
"5714","Scotland",1009,2009-03-28,2009,13
"5715","Scotland",1018,2009-04-04,2009,14
"5716","Scotland",1003,2009-04-11,2009,15
"5717","Scotland",1068,2009-04-18,2009,16
"5718","Scotland",1021,2009-04-25,2009,17
"5719","Scotland",1086,2009-05-02,2009,18
"5720","Scotland",979,2009-05-09,2009,19
"5721","Scotland",970,2009-05-16,2009,20
"5722","Scotland",961,2009-05-23,2009,21
"5723","Scotland",960,2009-05-30,2009,22
"5724","Scotland",959,2009-06-06,2009,23
"5725","Scotland",936,2009-06-13,2009,24
"5726","Scotland",954,2009-06-20,2009,25
"5727","Scotland",917,2009-06-27,2009,26
"5728","Scotland",1011,2009-07-04,2009,27
"5729","Scotland",880,2009-07-11,2009,28
"5730","Scotland",951,2009-07-18,2009,29
"5731","Scotland",919,2009-07-25,2009,30
"5732","Scotland",926,2009-08-01,2009,31
"5733","Scotland",930,2009-08-08,2009,32
"5734","Scotland",938,2009-08-15,2009,33
"5735","Scotland",934,2009-08-22,2009,34
"5736","Scotland",949,2009-08-29,2009,35
"5737","Scotland",921,2009-09-05,2009,36
"5738","Scotland",941,2009-09-12,2009,37
"5739","Scotland",962,2009-09-19,2009,38
"5740","Scotland",962,2009-09-26,2009,39
"5741","Scotland",1006,2009-10-03,2009,40
"5742","Scotland",1005,2009-10-10,2009,41
"5743","Scotland",994,2009-10-17,2009,42
"5744","Scotland",968,2009-10-24,2009,43
"5745","Scotland",1069,2009-10-31,2009,44
"5746","Scotland",1000,2009-11-07,2009,45
"5747","Scotland",1045,2009-11-14,2009,46
"5748","Scotland",1005,2009-11-21,2009,47
"5749","Scotland",1112,2009-11-28,2009,48
"5750","Scotland",1073,2009-12-05,2009,49
"5751","Scotland",1106,2009-12-12,2009,50
"5752","Scotland",1077,2009-12-19,2009,51
"5753","Scotland",997,2009-12-26,2009,52
"5754","Scotland",1064,2010-01-02,2010,1
"5755","Scotland",1515,2010-01-09,2010,2
"5756","Scotland",1388,2010-01-16,2010,3
"5757","Scotland",1202,2010-01-23,2010,4
"5758","Scotland",1132,2010-01-30,2010,5
"5759","Scotland",1126,2010-02-06,2010,6
"5760","Scotland",1129,2010-02-13,2010,7
"5761","Scotland",1104,2010-02-20,2010,8
"5762","Scotland",1121,2010-02-27,2010,9
"5763","Scotland",1136,2010-03-06,2010,10
"5764","Scotland",1080,2010-03-13,2010,11
"5765","Scotland",1020,2010-03-20,2010,12
"5766","Scotland",1064,2010-03-27,2010,13
"5767","Scotland",926,2010-04-03,2010,14
"5768","Scotland",1145,2010-04-10,2010,15
"5769","Scotland",1032,2010-04-17,2010,16
"5770","Scotland",1014,2010-04-24,2010,17
"5771","Scotland",987,2010-05-01,2010,18
"5772","Scotland",940,2010-05-08,2010,19
"5773","Scotland",1006,2010-05-15,2010,20
"5774","Scotland",1004,2010-05-22,2010,21
"5775","Scotland",903,2010-05-29,2010,22
"5776","Scotland",957,2010-06-05,2010,23
"5777","Scotland",977,2010-06-12,2010,24
"5778","Scotland",966,2010-06-19,2010,25
"5779","Scotland",969,2010-06-26,2010,26
"5780","Scotland",971,2010-07-03,2010,27
"5781","Scotland",942,2010-07-10,2010,28
"5782","Scotland",981,2010-07-17,2010,29
"5783","Scotland",871,2010-07-24,2010,30
"5784","Scotland",869,2010-07-31,2010,31
"5785","Scotland",938,2010-08-07,2010,32
"5786","Scotland",985,2010-08-14,2010,33
"5787","Scotland",947,2010-08-21,2010,34
"5788","Scotland",949,2010-08-28,2010,35
"5789","Scotland",929,2010-09-04,2010,36
"5790","Scotland",963,2010-09-11,2010,37
"5791","Scotland",998,2010-09-18,2010,38
"5792","Scotland",971,2010-09-25,2010,39
"5793","Scotland",1020,2010-10-02,2010,40
"5794","Scotland",1000,2010-10-09,2010,41
"5795","Scotland",999,2010-10-16,2010,42
"5796","Scotland",1014,2010-10-23,2010,43
"5797","Scotland",1023,2010-10-30,2010,44
"5798","Scotland",1028,2010-11-06,2010,45
"5799","Scotland",1035,2010-11-13,2010,46
"5800","Scotland",1115,2010-11-20,2010,47
"5801","Scotland",1026,2010-11-27,2010,48
"5802","Scotland",1025,2010-12-04,2010,49
"5803","Scotland",1188,2010-12-11,2010,50
"5804","Scotland",1098,2010-12-18,2010,51
"5805","Scotland",1163,2010-12-25,2010,52
"5806","Scotland",1074,2011-01-01,2011,1
"5807","Scotland",1346,2011-01-08,2011,2
"5808","Scotland",1372,2011-01-15,2011,3
"5809","Scotland",1244,2011-01-22,2011,4
"5810","Scotland",1142,2011-01-29,2011,5
"5811","Scotland",1100,2011-02-05,2011,6
"5812","Scotland",1012,2011-02-12,2011,7
"5813","Scotland",1089,2011-02-19,2011,8
"5814","Scotland",1117,2011-02-26,2011,9
"5815","Scotland",1022,2011-03-05,2011,10
"5816","Scotland",1030,2011-03-12,2011,11
"5817","Scotland",1034,2011-03-19,2011,12
"5818","Scotland",1113,2011-03-26,2011,13
"5819","Scotland",1100,2011-04-02,2011,14
"5820","Scotland",1033,2011-04-09,2011,15
"5821","Scotland",1009,2011-04-16,2011,16
"5822","Scotland",877,2011-04-23,2011,17
"5823","Scotland",927,2011-04-30,2011,18
"5824","Scotland",1112,2011-05-07,2011,19
"5825","Scotland",1093,2011-05-14,2011,20
"5826","Scotland",960,2011-05-21,2011,21
"5827","Scotland",993,2011-05-28,2011,22
"5828","Scotland",992,2011-06-04,2011,23
"5829","Scotland",1038,2011-06-11,2011,24
"5830","Scotland",960,2011-06-18,2011,25
"5831","Scotland",983,2011-06-25,2011,26
"5832","Scotland",964,2011-07-02,2011,27
"5833","Scotland",1030,2011-07-09,2011,28
"5834","Scotland",1015,2011-07-16,2011,29
"5835","Scotland",904,2011-07-23,2011,30
"5836","Scotland",882,2011-07-30,2011,31
"5837","Scotland",946,2011-08-06,2011,32
"5838","Scotland",921,2011-08-13,2011,33
"5839","Scotland",961,2011-08-20,2011,34
"5840","Scotland",908,2011-08-27,2011,35
"5841","Scotland",973,2011-09-03,2011,36
"5842","Scotland",1025,2011-09-10,2011,37
"5843","Scotland",965,2011-09-17,2011,38
"5844","Scotland",943,2011-09-24,2011,39
"5845","Scotland",989,2011-10-01,2011,40
"5846","Scotland",977,2011-10-08,2011,41
"5847","Scotland",1034,2011-10-15,2011,42
"5848","Scotland",1034,2011-10-22,2011,43
"5849","Scotland",1035,2011-10-29,2011,44
"5850","Scotland",1020,2011-11-05,2011,45
"5851","Scotland",964,2011-11-12,2011,46
"5852","Scotland",973,2011-11-19,2011,47
"5853","Scotland",1038,2011-11-26,2011,48
"5854","Scotland",956,2011-12-03,2011,49
"5855","Scotland",1136,2011-12-10,2011,50
"5856","Scotland",1180,2011-12-17,2011,51
"5857","Scotland",1188,2011-12-24,2011,52
"5858","Scotland",1002,2011-12-31,2011,53
"5859","Scotland",1184,2012-01-07,2012,1
"5860","Scotland",1298,2012-01-14,2012,2
"5861","Scotland",1106,2012-01-21,2012,3
"5862","Scotland",1075,2012-01-28,2012,4
"5863","Scotland",1085,2012-02-04,2012,5
"5864","Scotland",1059,2012-02-11,2012,6
"5865","Scotland",1063,2012-02-18,2012,7
"5866","Scotland",1121,2012-02-25,2012,8
"5867","Scotland",1091,2012-03-03,2012,9
"5868","Scotland",1034,2012-03-10,2012,10
"5869","Scotland",1062,2012-03-17,2012,11
"5870","Scotland",1038,2012-03-24,2012,12
"5871","Scotland",1004,2012-03-31,2012,13
"5872","Scotland",956,2012-04-07,2012,14
"5873","Scotland",1099,2012-04-14,2012,15
"5874","Scotland",1145,2012-04-21,2012,16
"5875","Scotland",1093,2012-04-28,2012,17
"5876","Scotland",1067,2012-05-05,2012,18
"5877","Scotland",1050,2012-05-12,2012,19
"5878","Scotland",1098,2012-05-19,2012,20
"5879","Scotland",1111,2012-05-26,2012,21
"5880","Scotland",1109,2012-06-02,2012,22
"5881","Scotland",921,2012-06-09,2012,23
"5882","Scotland",1027,2012-06-16,2012,24
"5883","Scotland",984,2012-06-23,2012,25
"5884","Scotland",1040,2012-06-30,2012,26
"5885","Scotland",1043,2012-07-07,2012,27
"5886","Scotland",999,2012-07-14,2012,28
"5887","Scotland",942,2012-07-21,2012,29
"5888","Scotland",992,2012-07-28,2012,30
"5889","Scotland",922,2012-08-04,2012,31
"5890","Scotland",1016,2012-08-11,2012,32
"5891","Scotland",949,2012-08-18,2012,33
"5892","Scotland",966,2012-08-25,2012,34
"5893","Scotland",935,2012-09-01,2012,35
"5894","Scotland",970,2012-09-08,2012,36
"5895","Scotland",1005,2012-09-15,2012,37
"5896","Scotland",951,2012-09-22,2012,38
"5897","Scotland",1071,2012-09-29,2012,39
"5898","Scotland",1054,2012-10-06,2012,40
"5899","Scotland",1033,2012-10-13,2012,41
"5900","Scotland",1098,2012-10-20,2012,42
"5901","Scotland",1015,2012-10-27,2012,43
"5902","Scotland",1074,2012-11-03,2012,44
"5903","Scotland",1034,2012-11-10,2012,45
"5904","Scotland",1074,2012-11-17,2012,46
"5905","Scotland",1056,2012-11-24,2012,47
"5906","Scotland",1003,2012-12-01,2012,48
"5907","Scotland",1088,2012-12-08,2012,49
