"","week","deaths","age","year","weekno","reg"
"3255",2017-06-09,27,"01-14",2017,23,"England & Wales"
"3256",2017-06-09,308,"15-44",2017,23,"England & Wales"
"3257",2017-06-09,1227,"45-64",2017,23,"England & Wales"
"3258",2017-06-09,1632,"65-74",2017,23,"England & Wales"
"3259",2017-06-09,2785,"75-84",2017,23,"England & Wales"
"3260",2017-06-09,3727,"85+",2017,23,"England & Wales"
"3261",2017-06-16,60,"Under 1 year",2017,24,"England & Wales"
"3262",2017-06-16,20,"01-14",2017,24,"England & Wales"
"3263",2017-06-16,259,"15-44",2017,24,"England & Wales"
"3264",2017-06-16,1188,"45-64",2017,24,"England & Wales"
"3265",2017-06-16,1663,"65-74",2017,24,"England & Wales"
"3266",2017-06-16,2554,"75-84",2017,24,"England & Wales"
"3267",2017-06-16,3619,"85+",2017,24,"England & Wales"
"3268",2017-06-23,65,"Under 1 year",2017,25,"England & Wales"
"3269",2017-06-23,17,"01-14",2017,25,"England & Wales"
"3270",2017-06-23,300,"15-44",2017,25,"England & Wales"
"3271",2017-06-23,1175,"45-64",2017,25,"England & Wales"
"3272",2017-06-23,1570,"65-74",2017,25,"England & Wales"
"3273",2017-06-23,2715,"75-84",2017,25,"England & Wales"
"3274",2017-06-23,3785,"85+",2017,25,"England & Wales"
"3275",2017-06-30,54,"Under 1 year",2017,26,"England & Wales"
"3276",2017-06-30,13,"01-14",2017,26,"England & Wales"
"3277",2017-06-30,275,"15-44",2017,26,"England & Wales"
"3278",2017-06-30,1121,"45-64",2017,26,"England & Wales"
"3279",2017-06-30,1656,"65-74",2017,26,"England & Wales"
"3280",2017-06-30,2676,"75-84",2017,26,"England & Wales"
"3281",2017-06-30,3536,"85+",2017,26,"England & Wales"
"3282",2017-07-07,60,"Under 1 year",2017,27,"England & Wales"
"3283",2017-07-07,23,"01-14",2017,27,"England & Wales"
"3284",2017-07-07,293,"15-44",2017,27,"England & Wales"
"3285",2017-07-07,1202,"45-64",2017,27,"England & Wales"
"3286",2017-07-07,1622,"65-74",2017,27,"England & Wales"
"3287",2017-07-07,2584,"75-84",2017,27,"England & Wales"
"3288",2017-07-07,3477,"85+",2017,27,"England & Wales"
"3289",2017-07-14,56,"Under 1 year",2017,28,"England & Wales"
"3290",2017-07-14,23,"01-14",2017,28,"England & Wales"
"3291",2017-07-14,270,"15-44",2017,28,"England & Wales"
"3292",2017-07-14,1144,"45-64",2017,28,"England & Wales"
"3293",2017-07-14,1660,"65-74",2017,28,"England & Wales"
"3294",2017-07-14,2694,"75-84",2017,28,"England & Wales"
"3295",2017-07-14,3528,"85+",2017,28,"England & Wales"
"3296",2017-07-21,64,"Under 1 year",2017,29,"England & Wales"
"3297",2017-07-21,19,"01-14",2017,29,"England & Wales"
"3298",2017-07-21,331,"15-44",2017,29,"England & Wales"
"3299",2017-07-21,1210,"45-64",2017,29,"England & Wales"
"3300",2017-07-21,1541,"65-74",2017,29,"England & Wales"
"3301",2017-07-21,2531,"75-84",2017,29,"England & Wales"
"3302",2017-07-21,3415,"85+",2017,29,"England & Wales"
"3303",2017-07-28,37,"Under 1 year",2017,30,"England & Wales"
"3304",2017-07-28,15,"01-14",2017,30,"England & Wales"
"3305",2017-07-28,280,"15-44",2017,30,"England & Wales"
"3306",2017-07-28,1184,"45-64",2017,30,"England & Wales"
"3307",2017-07-28,1539,"65-74",2017,30,"England & Wales"
"3308",2017-07-28,2439,"75-84",2017,30,"England & Wales"
"3309",2017-07-28,3388,"85+",2017,30,"England & Wales"
"3310",2017-08-04,47,"Under 1 year",2017,31,"England & Wales"
"3311",2017-08-04,12,"01-14",2017,31,"England & Wales"
"3312",2017-08-04,269,"15-44",2017,31,"England & Wales"
"3313",2017-08-04,1131,"45-64",2017,31,"England & Wales"
"3314",2017-08-04,1510,"65-74",2017,31,"England & Wales"
"3315",2017-08-04,2542,"75-84",2017,31,"England & Wales"
"3316",2017-08-04,3427,"85+",2017,31,"England & Wales"
"3317",2017-08-11,55,"Under 1 year",2017,32,"England & Wales"
"3318",2017-08-11,17,"01-14",2017,32,"England & Wales"
"3319",2017-08-11,257,"15-44",2017,32,"England & Wales"
"3320",2017-08-11,1141,"45-64",2017,32,"England & Wales"
"3321",2017-08-11,1580,"65-74",2017,32,"England & Wales"
"3322",2017-08-11,2620,"75-84",2017,32,"England & Wales"
"3323",2017-08-11,3368,"85+",2017,32,"England & Wales"
"3324",2017-08-18,50,"Under 1 year",2017,33,"England & Wales"
"3325",2017-08-18,20,"01-14",2017,33,"England & Wales"
"3326",2017-08-18,293,"15-44",2017,33,"England & Wales"
"3327",2017-08-18,1146,"45-64",2017,33,"England & Wales"
"3328",2017-08-18,1568,"65-74",2017,33,"England & Wales"
"3329",2017-08-18,2601,"75-84",2017,33,"England & Wales"
"3330",2017-08-18,3617,"85+",2017,33,"England & Wales"
"3331",2017-08-25,51,"Under 1 year",2017,34,"England & Wales"
"3332",2017-08-25,11,"01-14",2017,34,"England & Wales"
"3333",2017-08-25,286,"15-44",2017,34,"England & Wales"
"3334",2017-08-25,1095,"45-64",2017,34,"England & Wales"
"3335",2017-08-25,1549,"65-74",2017,34,"England & Wales"
"3336",2017-08-25,2667,"75-84",2017,34,"England & Wales"
"3337",2017-08-25,3723,"85+",2017,34,"England & Wales"
"3338",2017-09-01,45,"Under 1 year",2017,35,"England & Wales"
"3339",2017-09-01,18,"01-14",2017,35,"England & Wales"
"3340",2017-09-01,211,"15-44",2017,35,"England & Wales"
"3341",2017-09-01,997,"45-64",2017,35,"England & Wales"
"3342",2017-09-01,1448,"65-74",2017,35,"England & Wales"
"3343",2017-09-01,2279,"75-84",2017,35,"England & Wales"
"3344",2017-09-01,3148,"85+",2017,35,"England & Wales"
"3345",2017-09-08,53,"Under 1 year",2017,36,"England & Wales"
"3346",2017-09-08,17,"01-14",2017,36,"England & Wales"
"3347",2017-09-08,273,"15-44",2017,36,"England & Wales"
"3348",2017-09-08,1190,"45-64",2017,36,"England & Wales"
"3349",2017-09-08,1613,"65-74",2017,36,"England & Wales"
"3350",2017-09-08,2644,"75-84",2017,36,"England & Wales"
"3351",2017-09-08,3703,"85+",2017,36,"England & Wales"
"3352",2017-09-15,48,"Under 1 year",2017,37,"England & Wales"
"3353",2017-09-15,18,"01-14",2017,37,"England & Wales"
"3354",2017-09-15,277,"15-44",2017,37,"England & Wales"
"3355",2017-09-15,1207,"45-64",2017,37,"England & Wales"
"3356",2017-09-15,1641,"65-74",2017,37,"England & Wales"
"3357",2017-09-15,2628,"75-84",2017,37,"England & Wales"
"3358",2017-09-15,3634,"85+",2017,37,"England & Wales"
"3359",2017-09-22,49,"Under 1 year",2017,38,"England & Wales"
"3360",2017-09-22,21,"01-14",2017,38,"England & Wales"
"3361",2017-09-22,294,"15-44",2017,38,"England & Wales"
"3362",2017-09-22,1157,"45-64",2017,38,"England & Wales"
"3363",2017-09-22,1614,"65-74",2017,38,"England & Wales"
"3364",2017-09-22,2623,"75-84",2017,38,"England & Wales"
"3365",2017-09-22,3776,"85+",2017,38,"England & Wales"
"3366",2017-09-29,45,"Under 1 year",2017,39,"England & Wales"
"3367",2017-09-29,27,"01-14",2017,39,"England & Wales"
"3368",2017-09-29,243,"15-44",2017,39,"England & Wales"
"3369",2017-09-29,1160,"45-64",2017,39,"England & Wales"
"3370",2017-09-29,1686,"65-74",2017,39,"England & Wales"
"3371",2017-09-29,2698,"75-84",2017,39,"England & Wales"
"3372",2017-09-29,3830,"85+",2017,39,"England & Wales"
"3373",2017-10-06,66,"Under 1 year",2017,40,"England & Wales"
"3374",2017-10-06,20,"01-14",2017,40,"England & Wales"
"3375",2017-10-06,284,"15-44",2017,40,"England & Wales"
"3376",2017-10-06,1171,"45-64",2017,40,"England & Wales"
"3377",2017-10-06,1677,"65-74",2017,40,"England & Wales"
"3378",2017-10-06,2677,"75-84",2017,40,"England & Wales"
"3379",2017-10-06,3881,"85+",2017,40,"England & Wales"
"3380",2017-10-13,48,"Under 1 year",2017,41,"England & Wales"
"3381",2017-10-13,11,"01-14",2017,41,"England & Wales"
"3382",2017-10-13,245,"15-44",2017,41,"England & Wales"
"3383",2017-10-13,1185,"45-64",2017,41,"England & Wales"
"3384",2017-10-13,1678,"65-74",2017,41,"England & Wales"
"3385",2017-10-13,2846,"75-84",2017,41,"England & Wales"
"3386",2017-10-13,3926,"85+",2017,41,"England & Wales"
"3387",2017-10-20,62,"Under 1 year",2017,42,"England & Wales"
"3388",2017-10-20,13,"01-14",2017,42,"England & Wales"
"3389",2017-10-20,293,"15-44",2017,42,"England & Wales"
"3390",2017-10-20,1165,"45-64",2017,42,"England & Wales"
"3391",2017-10-20,1731,"65-74",2017,42,"England & Wales"
"3392",2017-10-20,2836,"75-84",2017,42,"England & Wales"
"3393",2017-10-20,3929,"85+",2017,42,"England & Wales"
"3394",2017-10-27,54,"Under 1 year",2017,43,"England & Wales"
"3395",2017-10-27,25,"01-14",2017,43,"England & Wales"
"3396",2017-10-27,269,"15-44",2017,43,"England & Wales"
"3397",2017-10-27,1166,"45-64",2017,43,"England & Wales"
"3398",2017-10-27,1658,"65-74",2017,43,"England & Wales"
"3399",2017-10-27,2765,"75-84",2017,43,"England & Wales"
"3400",2017-10-27,3802,"85+",2017,43,"England & Wales"
"3401",2017-11-03,40,"Under 1 year",2017,44,"England & Wales"
"3402",2017-11-03,18,"01-14",2017,44,"England & Wales"
"3403",2017-11-03,288,"15-44",2017,44,"England & Wales"
"3404",2017-11-03,1243,"45-64",2017,44,"England & Wales"
"3405",2017-11-03,1659,"65-74",2017,44,"England & Wales"
"3406",2017-11-03,2875,"75-84",2017,44,"England & Wales"
"3407",2017-11-03,3860,"85+",2017,44,"England & Wales"
"3408",2017-11-10,47,"Under 1 year",2017,45,"England & Wales"
"3409",2017-11-10,20,"01-14",2017,45,"England & Wales"
"3410",2017-11-10,322,"15-44",2017,45,"England & Wales"
"3411",2017-11-10,1251,"45-64",2017,45,"England & Wales"
"3412",2017-11-10,1734,"65-74",2017,45,"England & Wales"
"3413",2017-11-10,2889,"75-84",2017,45,"England & Wales"
"3414",2017-11-10,4081,"85+",2017,45,"England & Wales"
"3415",2017-11-17,48,"Under 1 year",2017,46,"England & Wales"
"3416",2017-11-17,9,"01-14",2017,46,"England & Wales"
"3417",2017-11-17,308,"15-44",2017,46,"England & Wales"
"3418",2017-11-17,1242,"45-64",2017,46,"England & Wales"
"3419",2017-11-17,1682,"65-74",2017,46,"England & Wales"
"3420",2017-11-17,2901,"75-84",2017,46,"England & Wales"
"3421",2017-11-17,4084,"85+",2017,46,"England & Wales"
"3422",2017-11-24,50,"Under 1 year",2017,47,"England & Wales"
"3423",2017-11-24,20,"01-14",2017,47,"England & Wales"
"3424",2017-11-24,310,"15-44",2017,47,"England & Wales"
"3425",2017-11-24,1308,"45-64",2017,47,"England & Wales"
"3426",2017-11-24,1728,"65-74",2017,47,"England & Wales"
"3427",2017-11-24,2962,"75-84",2017,47,"England & Wales"
"3428",2017-11-24,4234,"85+",2017,47,"England & Wales"
"3429",2017-12-01,56,"Under 1 year",2017,48,"England & Wales"
"3430",2017-12-01,21,"01-14",2017,48,"England & Wales"
"3431",2017-12-01,295,"15-44",2017,48,"England & Wales"
"3432",2017-12-01,1216,"45-64",2017,48,"England & Wales"
"3433",2017-12-01,1737,"65-74",2017,48,"England & Wales"
"3434",2017-12-01,2945,"75-84",2017,48,"England & Wales"
"3435",2017-12-01,4266,"85+",2017,48,"England & Wales"
"3436",2017-12-08,58,"Under 1 year",2017,49,"England & Wales"
"3437",2017-12-08,20,"01-14",2017,49,"England & Wales"
"3438",2017-12-08,268,"15-44",2017,49,"England & Wales"
"3439",2017-12-08,1224,"45-64",2017,49,"England & Wales"
"3440",2017-12-08,1761,"65-74",2017,49,"England & Wales"
"3441",2017-12-08,3027,"75-84",2017,49,"England & Wales"
"3442",2017-12-08,4423,"85+",2017,49,"England & Wales"
"3443",2017-12-15,39,"Under 1 year",2017,50,"England & Wales"
"3444",2017-12-15,19,"01-14",2017,50,"England & Wales"
"3445",2017-12-15,267,"15-44",2017,50,"England & Wales"
"3446",2017-12-15,1282,"45-64",2017,50,"England & Wales"
"3447",2017-12-15,1776,"65-74",2017,50,"England & Wales"
"3448",2017-12-15,3176,"75-84",2017,50,"England & Wales"
"3449",2017-12-15,4658,"85+",2017,50,"England & Wales"
"3450",2017-12-22,52,"Under 1 year",2017,51,"England & Wales"
"3451",2017-12-22,20,"01-14",2017,51,"England & Wales"
"3452",2017-12-22,307,"15-44",2017,51,"England & Wales"
"3453",2017-12-22,1397,"45-64",2017,51,"England & Wales"
"3454",2017-12-22,1995,"65-74",2017,51,"England & Wales"
"3455",2017-12-22,3523,"75-84",2017,51,"England & Wales"
"3456",2017-12-22,5220,"85+",2017,51,"England & Wales"
"3457",2017-12-29,23,"Under 1 year",2017,52,"England & Wales"
"3458",2017-12-29,18,"01-14",2017,52,"England & Wales"
"3459",2017-12-29,172,"15-44",2017,52,"England & Wales"
"3460",2017-12-29,895,"45-64",2017,52,"England & Wales"
"3461",2017-12-29,1275,"65-74",2017,52,"England & Wales"
"3462",2017-12-29,2444,"75-84",2017,52,"England & Wales"
"3463",2017-12-29,3654,"85+",2017,52,"England & Wales"
"3464",2018-01-05,52,"Under 1 year",2018,1,"England & Wales"
"3465",2018-01-05,18,"01-14",2018,1,"England & Wales"
"3466",2018-01-05,208,"15-44",2018,1,"England & Wales"
"3467",2018-01-05,1290,"45-64",2018,1,"England & Wales"
"3468",2018-01-05,1976,"65-74",2018,1,"England & Wales"
"3469",2018-01-05,3612,"75-84",2018,1,"England & Wales"
"3470",2018-01-05,5565,"85+",2018,1,"England & Wales"
"3471",2018-01-12,73,"Under 1 year",2018,2,"England & Wales"
"3472",2018-01-12,17,"01-14",2018,2,"England & Wales"
"3473",2018-01-12,302,"15-44",2018,2,"England & Wales"
"3474",2018-01-12,1561,"45-64",2018,2,"England & Wales"
"3475",2018-01-12,2321,"65-74",2018,2,"England & Wales"
"3476",2018-01-12,4155,"75-84",2018,2,"England & Wales"
"3477",2018-01-12,6621,"85+",2018,2,"England & Wales"
"3478",2018-01-19,59,"Under 1 year",2018,3,"England & Wales"
"3479",2018-01-19,22,"01-14",2018,3,"England & Wales"
"3480",2018-01-19,286,"15-44",2018,3,"England & Wales"
"3481",2018-01-19,1507,"45-64",2018,3,"England & Wales"
"3482",2018-01-19,2191,"65-74",2018,3,"England & Wales"
"3483",2018-01-19,3866,"75-84",2018,3,"England & Wales"
"3484",2018-01-19,6325,"85+",2018,3,"England & Wales"
"3485",2018-01-26,50,"Under 1 year",2018,4,"England & Wales"
"3486",2018-01-26,25,"01-14",2018,4,"England & Wales"
"3487",2018-01-26,298,"15-44",2018,4,"England & Wales"
"3488",2018-01-26,1459,"45-64",2018,4,"England & Wales"
"3489",2018-01-26,2157,"65-74",2018,4,"England & Wales"
"3490",2018-01-26,3824,"75-84",2018,4,"England & Wales"
"3491",2018-01-26,6122,"85+",2018,4,"England & Wales"
"3492",2018-02-02,41,"Under 1 year",2018,5,"England & Wales"
"3493",2018-02-02,14,"01-14",2018,5,"England & Wales"
"3494",2018-02-02,339,"15-44",2018,5,"England & Wales"
"3495",2018-02-02,1404,"45-64",2018,5,"England & Wales"
"3496",2018-02-02,1988,"65-74",2018,5,"England & Wales"
"3497",2018-02-02,3661,"75-84",2018,5,"England & Wales"
"3498",2018-02-02,5838,"85+",2018,5,"England & Wales"
"3499",2018-02-09,45,"Under 1 year",2018,6,"England & Wales"
"3500",2018-02-09,23,"01-14",2018,6,"England & Wales"
"3501",2018-02-09,293,"15-44",2018,6,"England & Wales"
"3502",2018-02-09,1347,"45-64",2018,6,"England & Wales"
"3503",2018-02-09,2032,"65-74",2018,6,"England & Wales"
"3504",2018-02-09,3376,"75-84",2018,6,"England & Wales"
"3505",2018-02-09,5374,"85+",2018,6,"England & Wales"
"3506",2018-02-16,48,"Under 1 year",2018,7,"England & Wales"
"3507",2018-02-16,17,"01-14",2018,7,"England & Wales"
"3508",2018-02-16,318,"15-44",2018,7,"England & Wales"
"3509",2018-02-16,1377,"45-64",2018,7,"England & Wales"
"3510",2018-02-16,1953,"65-74",2018,7,"England & Wales"
"3511",2018-02-16,3492,"75-84",2018,7,"England & Wales"
"3512",2018-02-16,5041,"85+",2018,7,"England & Wales"
"3513",2018-02-23,26,"Under 1 year",2018,8,"England & Wales"
"3514",2018-02-23,13,"01-14",2018,8,"England & Wales"
"3515",2018-02-23,294,"15-44",2018,8,"England & Wales"
"3516",2018-02-23,1378,"45-64",2018,8,"England & Wales"
"3517",2018-02-23,1896,"65-74",2018,8,"England & Wales"
"3518",2018-02-23,3398,"75-84",2018,8,"England & Wales"
"3519",2018-02-23,5137,"85+",2018,8,"England & Wales"
"3520",2018-03-02,45,"Under 1 year",2018,9,"England & Wales"
"3521",2018-03-02,11,"01-14",2018,9,"England & Wales"
"3522",2018-03-02,254,"15-44",2018,9,"England & Wales"
"3523",2018-03-02,1229,"45-64",2018,9,"England & Wales"
"3524",2018-03-02,1728,"65-74",2018,9,"England & Wales"
"3525",2018-03-02,3028,"75-84",2018,9,"England & Wales"
"3526",2018-03-02,4559,"85+",2018,9,"England & Wales"
"3527",2018-03-09,47,"Under 1 year",2018,10,"England & Wales"
"3528",2018-03-09,27,"01-14",2018,10,"England & Wales"
"3529",2018-03-09,287,"15-44",2018,10,"England & Wales"
"3530",2018-03-09,1362,"45-64",2018,10,"England & Wales"
"3531",2018-03-09,2019,"65-74",2018,10,"England & Wales"
"3532",2018-03-09,3691,"75-84",2018,10,"England & Wales"
"3533",2018-03-09,5564,"85+",2018,10,"England & Wales"
"3534",2018-03-16,47,"Under 1 year",2018,11,"England & Wales"
"3535",2018-03-16,17,"01-14",2018,11,"England & Wales"
"3536",2018-03-16,329,"15-44",2018,11,"England & Wales"
"3537",2018-03-16,1316,"45-64",2018,11,"England & Wales"
"3538",2018-03-16,1989,"65-74",2018,11,"England & Wales"
"3539",2018-03-16,3594,"75-84",2018,11,"England & Wales"
"3540",2018-03-16,5496,"85+",2018,11,"England & Wales"
"3541",2018-03-23,46,"Under 1 year",2018,12,"England & Wales"
"3542",2018-03-23,15,"01-14",2018,12,"England & Wales"
"3543",2018-03-23,278,"15-44",2018,12,"England & Wales"
"3544",2018-03-23,1349,"45-64",2018,12,"England & Wales"
"3545",2018-03-23,1917,"65-74",2018,12,"England & Wales"
"3546",2018-03-23,3342,"75-84",2018,12,"England & Wales"
"3547",2018-03-23,4966,"85+",2018,12,"England & Wales"
"3548",2018-03-30,43,"Under 1 year",2018,13,"England & Wales"
"3549",2018-03-30,20,"01-14",2018,13,"England & Wales"
"3550",2018-03-30,261,"15-44",2018,13,"England & Wales"
"3551",2018-03-30,1065,"45-64",2018,13,"England & Wales"
"3552",2018-03-30,1586,"65-74",2018,13,"England & Wales"
"3553",2018-03-30,2884,"75-84",2018,13,"England & Wales"
"3554",2018-03-30,4082,"85+",2018,13,"England & Wales"
"3555",2018-04-06,46,"Under 1 year",2018,14,"England & Wales"
"3556",2018-04-06,22,"01-14",2018,14,"England & Wales"
"3557",2018-04-06,260,"15-44",2018,14,"England & Wales"
"3558",2018-04-06,1229,"45-64",2018,14,"England & Wales"
"3559",2018-04-06,1764,"65-74",2018,14,"England & Wales"
"3560",2018-04-06,3013,"75-84",2018,14,"England & Wales"
"3561",2018-04-06,4460,"85+",2018,14,"England & Wales"
"3562",2018-04-13,36,"Under 1 year",2018,15,"England & Wales"
"3563",2018-04-13,25,"01-14",2018,15,"England & Wales"
"3564",2018-04-13,337,"15-44",2018,15,"England & Wales"
"3565",2018-04-13,1382,"45-64",2018,15,"England & Wales"
"3566",2018-04-13,2053,"65-74",2018,15,"England & Wales"
"3567",2018-04-13,3442,"75-84",2018,15,"England & Wales"
"3568",2018-04-13,5026,"85+",2018,15,"England & Wales"
"3569",2018-04-20,54,"Under 1 year",2018,16,"England & Wales"
"3570",2018-04-20,21,"01-14",2018,16,"England & Wales"
"3571",2018-04-20,301,"15-44",2018,16,"England & Wales"
"3572",2018-04-20,1386,"45-64",2018,16,"England & Wales"
"3573",2018-04-20,1880,"65-74",2018,16,"England & Wales"
"3574",2018-04-20,3109,"75-84",2018,16,"England & Wales"
"3575",2018-04-20,4472,"85+",2018,16,"England & Wales"
"3576",2018-04-27,57,"Under 1 year",2018,17,"England & Wales"
"3577",2018-04-27,12,"01-14",2018,17,"England & Wales"
"3578",2018-04-27,340,"15-44",2018,17,"England & Wales"
"3579",2018-04-27,1213,"45-64",2018,17,"England & Wales"
"3580",2018-04-27,1707,"65-74",2018,17,"England & Wales"
"3581",2018-04-27,2906,"75-84",2018,17,"England & Wales"
"3582",2018-04-27,4071,"85+",2018,17,"England & Wales"
"3583",2018-05-04,51,"Under 1 year",2018,18,"England & Wales"
"3584",2018-05-04,21,"01-14",2018,18,"England & Wales"
"3585",2018-05-04,308,"15-44",2018,18,"England & Wales"
"3586",2018-05-04,1363,"45-64",2018,18,"England & Wales"
"3587",2018-05-04,1725,"65-74",2018,18,"England & Wales"
"3588",2018-05-04,2907,"75-84",2018,18,"England & Wales"
"3589",2018-05-04,3778,"85+",2018,18,"England & Wales"
"3590",2018-05-11,48,"Under 1 year",2018,19,"England & Wales"
"3591",2018-05-11,21,"01-14",2018,19,"England & Wales"
"3592",2018-05-11,247,"15-44",2018,19,"England & Wales"
"3593",2018-05-11,1115,"45-64",2018,19,"England & Wales"
"3594",2018-05-11,1437,"65-74",2018,19,"England & Wales"
"3595",2018-05-11,2384,"75-84",2018,19,"England & Wales"
"3596",2018-05-11,3372,"85+",2018,19,"England & Wales"
"3597",2018-05-18,52,"Under 1 year",2018,20,"England & Wales"
"3598",2018-05-18,24,"01-14",2018,20,"England & Wales"
"3599",2018-05-18,300,"15-44",2018,20,"England & Wales"
"3600",2018-05-18,1330,"45-64",2018,20,"England & Wales"
"3601",2018-05-18,1760,"65-74",2018,20,"England & Wales"
"3602",2018-05-18,2791,"75-84",2018,20,"England & Wales"
"3603",2018-05-18,3884,"85+",2018,20,"England & Wales"
"3604",2018-05-25,60,"Under 1 year",2018,21,"England & Wales"
"3605",2018-05-25,13,"01-14",2018,21,"England & Wales"
"3606",2018-05-25,294,"15-44",2018,21,"England & Wales"
"3607",2018-05-25,1258,"45-64",2018,21,"England & Wales"
"3608",2018-05-25,1659,"65-74",2018,21,"England & Wales"
"3609",2018-05-25,2687,"75-84",2018,21,"England & Wales"
"3610",2018-05-25,3665,"85+",2018,21,"England & Wales"
"3611",2018-06-01,46,"Under 1 year",2018,22,"England & Wales"
"3612",2018-06-01,18,"01-14",2018,22,"England & Wales"
"3613",2018-06-01,250,"15-44",2018,22,"England & Wales"
"3614",2018-06-01,998,"45-64",2018,22,"England & Wales"
"3615",2018-06-01,1431,"65-74",2018,22,"England & Wales"
"3616",2018-06-01,2330,"75-84",2018,22,"England & Wales"
"3617",2018-06-01,3074,"85+",2018,22,"England & Wales"
"3618",2018-06-08,46,"Under 1 year",2018,23,"England & Wales"
"3619",2018-06-08,19,"01-14",2018,23,"England & Wales"
"3620",2018-06-08,298,"15-44",2018,23,"England & Wales"
"3621",2018-06-08,1195,"45-64",2018,23,"England & Wales"
"3622",2018-06-08,1700,"65-74",2018,23,"England & Wales"
"3623",2018-06-08,2881,"75-84",2018,23,"England & Wales"
"3624",2018-06-08,3811,"85+",2018,23,"England & Wales"
"3625",2018-06-15,60,"Under 1 year",2018,24,"England & Wales"
"3626",2018-06-15,17,"01-14",2018,24,"England & Wales"
"3627",2018-06-15,286,"15-44",2018,24,"England & Wales"
"3628",2018-06-15,1199,"45-64",2018,24,"England & Wales"
"3629",2018-06-15,1607,"65-74",2018,24,"England & Wales"
"3630",2018-06-15,2670,"75-84",2018,24,"England & Wales"
"3631",2018-06-15,3504,"85+",2018,24,"England & Wales"
"3632",2018-06-22,55,"Under 1 year",2018,25,"England & Wales"
"3633",2018-06-22,21,"01-14",2018,25,"England & Wales"
"3634",2018-06-22,308,"15-44",2018,25,"England & Wales"
"3635",2018-06-22,1161,"45-64",2018,25,"England & Wales"
"3636",2018-06-22,1613,"65-74",2018,25,"England & Wales"
"3637",2018-06-22,2550,"75-84",2018,25,"England & Wales"
"3638",2018-06-22,3548,"85+",2018,25,"England & Wales"
"3639",2018-06-29,43,"Under 1 year",2018,26,"England & Wales"
"3640",2018-06-29,22,"01-14",2018,26,"England & Wales"
"3641",2018-06-29,306,"15-44",2018,26,"England & Wales"
"3642",2018-06-29,1184,"45-64",2018,26,"England & Wales"
"3643",2018-06-29,1652,"65-74",2018,26,"England & Wales"
"3644",2018-06-29,2508,"75-84",2018,26,"England & Wales"
"3645",2018-06-29,3497,"85+",2018,26,"England & Wales"
"3646",2018-07-06,50,"Under 1 year",2018,27,"England & Wales"
"3647",2018-07-06,23,"01-14",2018,27,"England & Wales"
"3648",2018-07-06,286,"15-44",2018,27,"England & Wales"
"3649",2018-07-06,1150,"45-64",2018,27,"England & Wales"
"3650",2018-07-06,1548,"65-74",2018,27,"England & Wales"
"3651",2018-07-06,2611,"75-84",2018,27,"England & Wales"
"3652",2018-07-06,3590,"85+",2018,27,"England & Wales"
"3653",2018-07-13,48,"Under 1 year",2018,28,"England & Wales"
"3654",2018-07-13,21,"01-14",2018,28,"England & Wales"
"3655",2018-07-13,304,"15-44",2018,28,"England & Wales"
"3656",2018-07-13,1140,"45-64",2018,28,"England & Wales"
"3657",2018-07-13,1600,"65-74",2018,28,"England & Wales"
"3658",2018-07-13,2633,"75-84",2018,28,"England & Wales"
"3659",2018-07-13,3547,"85+",2018,28,"England & Wales"
"3660",2018-07-20,45,"Under 1 year",2018,29,"England & Wales"
"3661",2018-07-20,15,"01-14",2018,29,"England & Wales"
"3662",2018-07-20,304,"15-44",2018,29,"England & Wales"
"3663",2018-07-20,1166,"45-64",2018,29,"England & Wales"
"3664",2018-07-20,1577,"65-74",2018,29,"England & Wales"
"3665",2018-07-20,2484,"75-84",2018,29,"England & Wales"
"3666",2018-07-20,3536,"85+",2018,29,"England & Wales"
"3667",2018-07-27,59,"Under 1 year",2018,30,"England & Wales"
"3668",2018-07-27,13,"01-14",2018,30,"England & Wales"
"3669",2018-07-27,291,"15-44",2018,30,"England & Wales"
"3670",2018-07-27,1193,"45-64",2018,30,"England & Wales"
"3671",2018-07-27,1566,"65-74",2018,30,"England & Wales"
"3672",2018-07-27,2628,"75-84",2018,30,"England & Wales"
"3673",2018-07-27,3391,"85+",2018,30,"England & Wales"
"3674",2018-08-03,62,"Under 1 year",2018,31,"England & Wales"
"3675",2018-08-03,18,"01-14",2018,31,"England & Wales"
"3676",2018-08-03,286,"15-44",2018,31,"England & Wales"
"3677",2018-08-03,1155,"45-64",2018,31,"England & Wales"
"3678",2018-08-03,1536,"65-74",2018,31,"England & Wales"
"3679",2018-08-03,2620,"75-84",2018,31,"England & Wales"
"3680",2018-08-03,3484,"85+",2018,31,"England & Wales"
"3681",2018-08-10,59,"Under 1 year",2018,32,"England & Wales"
"3682",2018-08-10,18,"01-14",2018,32,"England & Wales"
"3683",2018-08-10,328,"15-44",2018,32,"England & Wales"
"3684",2018-08-10,1175,"45-64",2018,32,"England & Wales"
"3685",2018-08-10,1608,"65-74",2018,32,"England & Wales"
"3686",2018-08-10,2563,"75-84",2018,32,"England & Wales"
"3687",2018-08-10,3568,"85+",2018,32,"England & Wales"
"3688",2018-08-17,64,"Under 1 year",2018,33,"England & Wales"
"3689",2018-08-17,11,"01-14",2018,33,"England & Wales"
"3690",2018-08-17,253,"15-44",2018,33,"England & Wales"
"3691",2018-08-17,1130,"45-64",2018,33,"England & Wales"
"3692",2018-08-17,1558,"65-74",2018,33,"England & Wales"
