"","age...1","sex...2","week","deaths","year","weekno","reg","age"
"7004","65-74","Female",2018-05-25,665,2018,21,"England & Wales","65-74"
"7005","75-84","Male",2018-05-25,1431,2018,21,"England & Wales","75-84"
"7006","75-84","Female",2018-05-25,1256,2018,21,"England & Wales","75-84"
"7007","85+","Male",2018-05-25,1509,2018,21,"England & Wales","85+"
"7008","85+","Female",2018-05-25,2156,2018,21,"England & Wales","85+"
"7009","Total","Male",2018-06-01,4107,2018,22,"England & Wales","Total"
"7010","Total","Female",2018-06-01,4040,2018,22,"England & Wales","Total"
"7011","Under 1 year","Male",2018-06-01,27,2018,22,"England & Wales","Under 1 year"
"7012","Under 1 year","Female",2018-06-01,19,2018,22,"England & Wales","Under 1 year"
"7013","01-14","Male",2018-06-01,14,2018,22,"England & Wales","01-14"
"7014","01-14","Female",2018-06-01,4,2018,22,"England & Wales","01-14"
"7015","15-44","Male",2018-06-01,171,2018,22,"England & Wales","15-44"
"7016","15-44","Female",2018-06-01,79,2018,22,"England & Wales","15-44"
"7017","45-64","Male",2018-06-01,581,2018,22,"England & Wales","45-64"
"7018","45-64","Female",2018-06-01,417,2018,22,"England & Wales","45-64"
"7019","65-74","Male",2018-06-01,845,2018,22,"England & Wales","65-74"
"7020","65-74","Female",2018-06-01,586,2018,22,"England & Wales","65-74"
"7021","75-84","Male",2018-06-01,1259,2018,22,"England & Wales","75-84"
"7022","75-84","Female",2018-06-01,1071,2018,22,"England & Wales","75-84"
"7023","85+","Male",2018-06-01,1210,2018,22,"England & Wales","85+"
"7024","85+","Female",2018-06-01,1864,2018,22,"England & Wales","85+"
"7025","Total","Male",2018-06-08,4959,2018,23,"England & Wales","Total"
"7026","Total","Female",2018-06-08,4991,2018,23,"England & Wales","Total"
"7027","Under 1 year","Male",2018-06-08,32,2018,23,"England & Wales","Under 1 year"
"7028","Under 1 year","Female",2018-06-08,14,2018,23,"England & Wales","Under 1 year"
"7029","01-14","Male",2018-06-08,9,2018,23,"England & Wales","01-14"
"7030","01-14","Female",2018-06-08,10,2018,23,"England & Wales","01-14"
"7031","15-44","Male",2018-06-08,193,2018,23,"England & Wales","15-44"
"7032","15-44","Female",2018-06-08,105,2018,23,"England & Wales","15-44"
"7033","45-64","Male",2018-06-08,723,2018,23,"England & Wales","45-64"
"7034","45-64","Female",2018-06-08,472,2018,23,"England & Wales","45-64"
"7035","65-74","Male",2018-06-08,968,2018,23,"England & Wales","65-74"
"7036","65-74","Female",2018-06-08,732,2018,23,"England & Wales","65-74"
"7037","75-84","Male",2018-06-08,1510,2018,23,"England & Wales","75-84"
"7038","75-84","Female",2018-06-08,1371,2018,23,"England & Wales","75-84"
"7039","85+","Male",2018-06-08,1524,2018,23,"England & Wales","85+"
"7040","85+","Female",2018-06-08,2287,2018,23,"England & Wales","85+"
"7041","Total","Male",2018-06-15,4716,2018,24,"England & Wales","Total"
"7042","Total","Female",2018-06-15,4627,2018,24,"England & Wales","Total"
"7043","Under 1 year","Male",2018-06-15,33,2018,24,"England & Wales","Under 1 year"
"7044","Under 1 year","Female",2018-06-15,27,2018,24,"England & Wales","Under 1 year"
"7045","01-14","Male",2018-06-15,7,2018,24,"England & Wales","01-14"
"7046","01-14","Female",2018-06-15,10,2018,24,"England & Wales","01-14"
"7047","15-44","Male",2018-06-15,182,2018,24,"England & Wales","15-44"
"7048","15-44","Female",2018-06-15,104,2018,24,"England & Wales","15-44"
"7049","45-64","Male",2018-06-15,698,2018,24,"England & Wales","45-64"
"7050","45-64","Female",2018-06-15,501,2018,24,"England & Wales","45-64"
"7051","65-74","Male",2018-06-15,949,2018,24,"England & Wales","65-74"
"7052","65-74","Female",2018-06-15,658,2018,24,"England & Wales","65-74"
"7053","75-84","Male",2018-06-15,1479,2018,24,"England & Wales","75-84"
"7054","75-84","Female",2018-06-15,1191,2018,24,"England & Wales","75-84"
"7055","85+","Male",2018-06-15,1368,2018,24,"England & Wales","85+"
"7056","85+","Female",2018-06-15,2136,2018,24,"England & Wales","85+"
"7057","Total","Male",2018-06-22,4762,2018,25,"England & Wales","Total"
"7058","Total","Female",2018-06-22,4494,2018,25,"England & Wales","Total"
"7059","Under 1 year","Male",2018-06-22,27,2018,25,"England & Wales","Under 1 year"
"7060","Under 1 year","Female",2018-06-22,28,2018,25,"England & Wales","Under 1 year"
"7061","01-14","Male",2018-06-22,13,2018,25,"England & Wales","01-14"
"7062","01-14","Female",2018-06-22,8,2018,25,"England & Wales","01-14"
"7063","15-44","Male",2018-06-22,203,2018,25,"England & Wales","15-44"
"7064","15-44","Female",2018-06-22,105,2018,25,"England & Wales","15-44"
"7065","45-64","Male",2018-06-22,696,2018,25,"England & Wales","45-64"
"7066","45-64","Female",2018-06-22,465,2018,25,"England & Wales","45-64"
"7067","65-74","Male",2018-06-22,994,2018,25,"England & Wales","65-74"
"7068","65-74","Female",2018-06-22,619,2018,25,"England & Wales","65-74"
"7069","75-84","Male",2018-06-22,1382,2018,25,"England & Wales","75-84"
"7070","75-84","Female",2018-06-22,1168,2018,25,"England & Wales","75-84"
"7071","85+","Male",2018-06-22,1447,2018,25,"England & Wales","85+"
"7072","85+","Female",2018-06-22,2101,2018,25,"England & Wales","85+"
"7073","Total","Male",2018-06-29,4632,2018,26,"England & Wales","Total"
"7074","Total","Female",2018-06-29,4580,2018,26,"England & Wales","Total"
"7075","Under 1 year","Male",2018-06-29,23,2018,26,"England & Wales","Under 1 year"
"7076","Under 1 year","Female",2018-06-29,20,2018,26,"England & Wales","Under 1 year"
"7077","01-14","Male",2018-06-29,15,2018,26,"England & Wales","01-14"
"7078","01-14","Female",2018-06-29,7,2018,26,"England & Wales","01-14"
"7079","15-44","Male",2018-06-29,193,2018,26,"England & Wales","15-44"
"7080","15-44","Female",2018-06-29,113,2018,26,"England & Wales","15-44"
"7081","45-64","Male",2018-06-29,726,2018,26,"England & Wales","45-64"
"7082","45-64","Female",2018-06-29,458,2018,26,"England & Wales","45-64"
"7083","65-74","Male",2018-06-29,936,2018,26,"England & Wales","65-74"
"7084","65-74","Female",2018-06-29,716,2018,26,"England & Wales","65-74"
"7085","75-84","Male",2018-06-29,1346,2018,26,"England & Wales","75-84"
"7086","75-84","Female",2018-06-29,1162,2018,26,"England & Wales","75-84"
"7087","85+","Male",2018-06-29,1393,2018,26,"England & Wales","85+"
"7088","85+","Female",2018-06-29,2104,2018,26,"England & Wales","85+"
"7089","Total","Male",2018-07-06,4672,2018,27,"England & Wales","Total"
"7090","Total","Female",2018-07-06,4586,2018,27,"England & Wales","Total"
"7091","Under 1 year","Male",2018-07-06,26,2018,27,"England & Wales","Under 1 year"
"7092","Under 1 year","Female",2018-07-06,24,2018,27,"England & Wales","Under 1 year"
"7093","01-14","Male",2018-07-06,15,2018,27,"England & Wales","01-14"
"7094","01-14","Female",2018-07-06,8,2018,27,"England & Wales","01-14"
"7095","15-44","Male",2018-07-06,181,2018,27,"England & Wales","15-44"
"7096","15-44","Female",2018-07-06,105,2018,27,"England & Wales","15-44"
"7097","45-64","Male",2018-07-06,697,2018,27,"England & Wales","45-64"
"7098","45-64","Female",2018-07-06,453,2018,27,"England & Wales","45-64"
"7099","65-74","Male",2018-07-06,892,2018,27,"England & Wales","65-74"
"7100","65-74","Female",2018-07-06,656,2018,27,"England & Wales","65-74"
"7101","75-84","Male",2018-07-06,1418,2018,27,"England & Wales","75-84"
"7102","75-84","Female",2018-07-06,1193,2018,27,"England & Wales","75-84"
"7103","85+","Male",2018-07-06,1443,2018,27,"England & Wales","85+"
"7104","85+","Female",2018-07-06,2147,2018,27,"England & Wales","85+"
"7105","Total","Male",2018-07-13,4687,2018,28,"England & Wales","Total"
"7106","Total","Female",2018-07-13,4606,2018,28,"England & Wales","Total"
"7107","Under 1 year","Male",2018-07-13,25,2018,28,"England & Wales","Under 1 year"
"7108","Under 1 year","Female",2018-07-13,23,2018,28,"England & Wales","Under 1 year"
"7109","01-14","Male",2018-07-13,15,2018,28,"England & Wales","01-14"
"7110","01-14","Female",2018-07-13,6,2018,28,"England & Wales","01-14"
"7111","15-44","Male",2018-07-13,204,2018,28,"England & Wales","15-44"
"7112","15-44","Female",2018-07-13,100,2018,28,"England & Wales","15-44"
"7113","45-64","Male",2018-07-13,677,2018,28,"England & Wales","45-64"
"7114","45-64","Female",2018-07-13,463,2018,28,"England & Wales","45-64"
"7115","65-74","Male",2018-07-13,957,2018,28,"England & Wales","65-74"
"7116","65-74","Female",2018-07-13,643,2018,28,"England & Wales","65-74"
"7117","75-84","Male",2018-07-13,1421,2018,28,"England & Wales","75-84"
"7118","75-84","Female",2018-07-13,1212,2018,28,"England & Wales","75-84"
"7119","85+","Male",2018-07-13,1388,2018,28,"England & Wales","85+"
"7120","85+","Female",2018-07-13,2159,2018,28,"England & Wales","85+"
"7121","Total","Male",2018-07-20,4639,2018,29,"England & Wales","Total"
"7122","Total","Female",2018-07-20,4488,2018,29,"England & Wales","Total"
"7123","Under 1 year","Male",2018-07-20,28,2018,29,"England & Wales","Under 1 year"
"7124","Under 1 year","Female",2018-07-20,17,2018,29,"England & Wales","Under 1 year"
"7125","01-14","Male",2018-07-20,8,2018,29,"England & Wales","01-14"
"7126","01-14","Female",2018-07-20,7,2018,29,"England & Wales","01-14"
"7127","15-44","Male",2018-07-20,187,2018,29,"England & Wales","15-44"
"7128","15-44","Female",2018-07-20,117,2018,29,"England & Wales","15-44"
"7129","45-64","Male",2018-07-20,703,2018,29,"England & Wales","45-64"
"7130","45-64","Female",2018-07-20,463,2018,29,"England & Wales","45-64"
"7131","65-74","Male",2018-07-20,925,2018,29,"England & Wales","65-74"
"7132","65-74","Female",2018-07-20,652,2018,29,"England & Wales","65-74"
"7133","75-84","Male",2018-07-20,1333,2018,29,"England & Wales","75-84"
"7134","75-84","Female",2018-07-20,1151,2018,29,"England & Wales","75-84"
"7135","85+","Male",2018-07-20,1455,2018,29,"England & Wales","85+"
"7136","85+","Female",2018-07-20,2081,2018,29,"England & Wales","85+"
"7137","Total","Male",2018-07-27,4586,2018,30,"England & Wales","Total"
"7138","Total","Female",2018-07-27,4555,2018,30,"England & Wales","Total"
"7139","Under 1 year","Male",2018-07-27,36,2018,30,"England & Wales","Under 1 year"
"7140","Under 1 year","Female",2018-07-27,23,2018,30,"England & Wales","Under 1 year"
"7141","01-14","Male",2018-07-27,10,2018,30,"England & Wales","01-14"
"7142","01-14","Female",2018-07-27,3,2018,30,"England & Wales","01-14"
"7143","15-44","Male",2018-07-27,197,2018,30,"England & Wales","15-44"
"7144","15-44","Female",2018-07-27,94,2018,30,"England & Wales","15-44"
"7145","45-64","Male",2018-07-27,727,2018,30,"England & Wales","45-64"
"7146","45-64","Female",2018-07-27,466,2018,30,"England & Wales","45-64"
"7147","65-74","Male",2018-07-27,922,2018,30,"England & Wales","65-74"
"7148","65-74","Female",2018-07-27,644,2018,30,"England & Wales","65-74"
"7149","75-84","Male",2018-07-27,1417,2018,30,"England & Wales","75-84"
"7150","75-84","Female",2018-07-27,1211,2018,30,"England & Wales","75-84"
"7151","85+","Male",2018-07-27,1277,2018,30,"England & Wales","85+"
"7152","85+","Female",2018-07-27,2114,2018,30,"England & Wales","85+"
"7153","Total","Male",2018-08-03,4528,2018,31,"England & Wales","Total"
"7154","Total","Female",2018-08-03,4633,2018,31,"England & Wales","Total"
"7155","Under 1 year","Male",2018-08-03,33,2018,31,"England & Wales","Under 1 year"
"7156","Under 1 year","Female",2018-08-03,29,2018,31,"England & Wales","Under 1 year"
"7157","01-14","Male",2018-08-03,12,2018,31,"England & Wales","01-14"
"7158","01-14","Female",2018-08-03,6,2018,31,"England & Wales","01-14"
"7159","15-44","Male",2018-08-03,190,2018,31,"England & Wales","15-44"
"7160","15-44","Female",2018-08-03,96,2018,31,"England & Wales","15-44"
"7161","45-64","Male",2018-08-03,685,2018,31,"England & Wales","45-64"
"7162","45-64","Female",2018-08-03,470,2018,31,"England & Wales","45-64"
"7163","65-74","Male",2018-08-03,863,2018,31,"England & Wales","65-74"
"7164","65-74","Female",2018-08-03,673,2018,31,"England & Wales","65-74"
"7165","75-84","Male",2018-08-03,1357,2018,31,"England & Wales","75-84"
"7166","75-84","Female",2018-08-03,1263,2018,31,"England & Wales","75-84"
"7167","85+","Male",2018-08-03,1388,2018,31,"England & Wales","85+"
"7168","85+","Female",2018-08-03,2096,2018,31,"England & Wales","85+"
"7169","Total","Male",2018-08-10,4780,2018,32,"England & Wales","Total"
"7170","Total","Female",2018-08-10,4539,2018,32,"England & Wales","Total"
"7171","Under 1 year","Male",2018-08-10,30,2018,32,"England & Wales","Under 1 year"
"7172","Under 1 year","Female",2018-08-10,29,2018,32,"England & Wales","Under 1 year"
"7173","01-14","Male",2018-08-10,11,2018,32,"England & Wales","01-14"
"7174","01-14","Female",2018-08-10,7,2018,32,"England & Wales","01-14"
"7175","15-44","Male",2018-08-10,237,2018,32,"England & Wales","15-44"
"7176","15-44","Female",2018-08-10,91,2018,32,"England & Wales","15-44"
"7177","45-64","Male",2018-08-10,725,2018,32,"England & Wales","45-64"
"7178","45-64","Female",2018-08-10,450,2018,32,"England & Wales","45-64"
"7179","65-74","Male",2018-08-10,960,2018,32,"England & Wales","65-74"
"7180","65-74","Female",2018-08-10,648,2018,32,"England & Wales","65-74"
"7181","75-84","Male",2018-08-10,1439,2018,32,"England & Wales","75-84"
"7182","75-84","Female",2018-08-10,1124,2018,32,"England & Wales","75-84"
"7183","85+","Male",2018-08-10,1378,2018,32,"England & Wales","85+"
"7184","85+","Female",2018-08-10,2190,2018,32,"England & Wales","85+"
"7185","Total","Male",2018-08-17,4443,2018,33,"England & Wales","Total"
"7186","Total","Female",2018-08-17,4387,2018,33,"England & Wales","Total"
"7187","Under 1 year","Male",2018-08-17,38,2018,33,"England & Wales","Under 1 year"
"7188","Under 1 year","Female",2018-08-17,26,2018,33,"England & Wales","Under 1 year"
"7189","01-14","Male",2018-08-17,7,2018,33,"England & Wales","01-14"
"7190","01-14","Female",2018-08-17,4,2018,33,"England & Wales","01-14"
"7191","15-44","Male",2018-08-17,161,2018,33,"England & Wales","15-44"
"7192","15-44","Female",2018-08-17,92,2018,33,"England & Wales","15-44"
"7193","45-64","Male",2018-08-17,669,2018,33,"England & Wales","45-64"
"7194","45-64","Female",2018-08-17,461,2018,33,"England & Wales","45-64"
"7195","65-74","Male",2018-08-17,918,2018,33,"England & Wales","65-74"
"7196","65-74","Female",2018-08-17,640,2018,33,"England & Wales","65-74"
"7197","75-84","Male",2018-08-17,1311,2018,33,"England & Wales","75-84"
"7198","75-84","Female",2018-08-17,1178,2018,33,"England & Wales","75-84"
"7199","85+","Male",2018-08-17,1339,2018,33,"England & Wales","85+"
"7200","85+","Female",2018-08-17,1986,2018,33,"England & Wales","85+"
"7201","Total","Male",2018-08-24,4509,2018,34,"England & Wales","Total"
"7202","Total","Female",2018-08-24,4469,2018,34,"England & Wales","Total"
"7203","Under 1 year","Male",2018-08-24,30,2018,34,"England & Wales","Under 1 year"
"7204","Under 1 year","Female",2018-08-24,14,2018,34,"England & Wales","Under 1 year"
"7205","01-14","Male",2018-08-24,8,2018,34,"England & Wales","01-14"
"7206","01-14","Female",2018-08-24,14,2018,34,"England & Wales","01-14"
"7207","15-44","Male",2018-08-24,165,2018,34,"England & Wales","15-44"
"7208","15-44","Female",2018-08-24,85,2018,34,"England & Wales","15-44"
"7209","45-64","Male",2018-08-24,659,2018,34,"England & Wales","45-64"
"7210","45-64","Female",2018-08-24,424,2018,34,"England & Wales","45-64"
"7211","65-74","Male",2018-08-24,901,2018,34,"England & Wales","65-74"
"7212","65-74","Female",2018-08-24,700,2018,34,"England & Wales","65-74"
"7213","75-84","Male",2018-08-24,1381,2018,34,"England & Wales","75-84"
"7214","75-84","Female",2018-08-24,1179,2018,34,"England & Wales","75-84"
"7215","85+","Male",2018-08-24,1365,2018,34,"England & Wales","85+"
"7216","85+","Female",2018-08-24,2053,2018,34,"England & Wales","85+"
"7217","Total","Male",2018-08-31,3879,2018,35,"England & Wales","Total"
"7218","Total","Female",2018-08-31,3986,2018,35,"England & Wales","Total"
"7219","Under 1 year","Male",2018-08-31,30,2018,35,"England & Wales","Under 1 year"
"7220","Under 1 year","Female",2018-08-31,21,2018,35,"England & Wales","Under 1 year"
"7221","01-14","Male",2018-08-31,8,2018,35,"England & Wales","01-14"
"7222","01-14","Female",2018-08-31,3,2018,35,"England & Wales","01-14"
"7223","15-44","Male",2018-08-31,151,2018,35,"England & Wales","15-44"
"7224","15-44","Female",2018-08-31,82,2018,35,"England & Wales","15-44"
"7225","45-64","Male",2018-08-31,575,2018,35,"England & Wales","45-64"
"7226","45-64","Female",2018-08-31,442,2018,35,"England & Wales","45-64"
"7227","65-74","Male",2018-08-31,815,2018,35,"England & Wales","65-74"
"7228","65-74","Female",2018-08-31,627,2018,35,"England & Wales","65-74"
"7229","75-84","Male",2018-08-31,1123,2018,35,"England & Wales","75-84"
"7230","75-84","Female",2018-08-31,1027,2018,35,"England & Wales","75-84"
"7231","85+","Male",2018-08-31,1177,2018,35,"England & Wales","85+"
"7232","85+","Female",2018-08-31,1784,2018,35,"England & Wales","85+"
"7233","Total","Male",2018-09-07,4760,2018,36,"England & Wales","Total"
"7234","Total","Female",2018-09-07,4685,2018,36,"England & Wales","Total"
"7235","Under 1 year","Male",2018-09-07,27,2018,36,"England & Wales","Under 1 year"
"7236","Under 1 year","Female",2018-09-07,18,2018,36,"England & Wales","Under 1 year"
"7237","01-14","Male",2018-09-07,9,2018,36,"England & Wales","01-14"
"7238","01-14","Female",2018-09-07,11,2018,36,"England & Wales","01-14"
"7239","15-44","Male",2018-09-07,194,2018,36,"England & Wales","15-44"
"7240","15-44","Female",2018-09-07,129,2018,36,"England & Wales","15-44"
"7241","45-64","Male",2018-09-07,709,2018,36,"England & Wales","45-64"
"7242","45-64","Female",2018-09-07,487,2018,36,"England & Wales","45-64"
"7243","65-74","Male",2018-09-07,985,2018,36,"England & Wales","65-74"
"7244","65-74","Female",2018-09-07,636,2018,36,"England & Wales","65-74"
"7245","75-84","Male",2018-09-07,1361,2018,36,"England & Wales","75-84"
"7246","75-84","Female",2018-09-07,1277,2018,36,"England & Wales","75-84"
"7247","85+","Male",2018-09-07,1475,2018,36,"England & Wales","85+"
"7248","85+","Female",2018-09-07,2127,2018,36,"England & Wales","85+"
"7249","Total","Male",2018-09-14,4601,2018,37,"England & Wales","Total"
"7250","Total","Female",2018-09-14,4590,2018,37,"England & Wales","Total"
